3.226382314354801792e+02,3.226382314354801792e+02,3.226382314354801792e+02,3.226382314354801792e+02,3.226382314354801792e+02
3.223617685646956943e+02,3.223617685646956943e+02,3.223617685646956943e+02,3.223617685646956943e+02,3.223617685646956943e+02
3.220853080851628647e+02,3.220853080851628647e+02,3.220853080851628647e+02,3.220853080851628647e+02,3.220853080851628647e+02
3.218088547779780697e+02,3.218088547779780697e+02,3.218088547779780697e+02,3.218088547779780697e+02,3.218088547779780697e+02
3.215324134200158710e+02,3.215324134200158710e+02,3.215324134200158710e+02,3.215324134200158710e+02,3.215324134200158710e+02
3.212559887811117392e+02,3.212559887811117392e+02,3.212559887811117392e+02,3.212559887811117392e+02,3.212559887811117392e+02
3.209795856212392664e+02,3.209795856212393232e+02,3.209795856212393232e+02,3.209795856212393232e+02,3.209795856212392664e+02
3.207032086876817516e+02,3.207032086876817516e+02,3.207032086876817516e+02,3.207032086876817516e+02,3.207032086876817516e+02
3.204268627121949748e+02,3.204268627121949748e+02,3.204268627121949748e+02,3.204268627121949748e+02,3.204268627121949748e+02
3.201505524081607064e+02,3.201505524081607064e+02,3.201505524081607064e+02,3.201505524081607064e+02,3.201505524081607064e+02
3.198742824677295289e+02,3.198742824677295289e+02,3.198742824677295289e+02,3.198742824677295289e+02,3.198742824677295289e+02
3.195980575589511545e+02,3.195980575589511545e+02,3.195980575589511545e+02,3.195980575589511545e+02,3.195980575589511545e+02
3.193218823228923497e+02,3.193218823228923497e+02,3.193218823228923497e+02,3.193218823228923497e+02,3.193218823228923497e+02
3.190457613707416726e+02,3.190457613707416726e+02,3.190457613707416726e+02,3.190457613707416726e+02,3.190457613707416726e+02
3.187696992809002268e+02,3.187696992809002268e+02,3.187696992809002268e+02,3.187696992809002268e+02,3.187696992809002268e+02
3.184937005960591705e+02,3.184937005960591705e+02,3.184937005960591705e+02,3.184937005960591705e+02,3.184937005960591705e+02
3.182177698202642659e+02,3.182177698202642659e+02,3.182177698202642659e+02,3.182177698202642659e+02,3.182177698202642659e+02
3.179419114159681499e+02,3.179419114159681499e+02,3.179419114159681499e+02,3.179419114159681499e+02,3.179419114159681499e+02
3.176661298010714063e+02,3.176661298010714063e+02,3.176661298010714063e+02,3.176661298010714063e+02,3.176661298010714063e+02
3.173904293459543169e+02,3.173904293459543169e+02,3.173904293459543169e+02,3.173904293459543169e+02,3.173904293459543169e+02
3.171148143705012217e+02,3.171148143705012217e+02,3.171148143705012217e+02,3.171148143705012217e+02,3.171148143705012217e+02
3.168392891411195365e+02,3.168392891411195365e+02,3.168392891411195365e+02,3.168392891411195365e+02,3.168392891411195365e+02
3.165638578677566102e+02,3.165638578677566102e+02,3.165638578677566102e+02,3.165638578677566102e+02,3.165638578677566102e+02
3.162885247009177192e+02,3.162885247009177192e+02,3.162885247009177192e+02,3.162885247009177192e+02,3.162885247009177192e+02
3.160132937286881543e+02,3.160132937286881543e+02,3.160132937286881543e+02,3.160132937286881543e+02,3.160132937286881543e+02
3.157381689737644592e+02,3.157381689737644592e+02,3.157381689737644592e+02,3.157381689737644592e+02,3.157381689737644592e+02
3.154631543904984028e+02,3.154631543904984028e+02,3.154631543904984028e+02,3.154631543904984596e+02,3.154631543904984596e+02
3.151882538619590832e+02,3.151882538619590832e+02,3.151882538619590832e+02,3.151882538619590832e+02,3.151882538619590832e+02
3.149134711970174862e+02,3.149134711970174862e+02,3.149134711970174862e+02,3.149134711970174862e+02,3.149134711970174862e+02
3.146388101274606584e+02,3.146388101274606584e+02,3.146388101274606584e+02,3.146388101274606584e+02,3.146388101274606584e+02
3.143642743051394177e+02,3.143642743051394177e+02,3.143642743051394177e+02,3.143642743051394177e+02,3.143642743051394177e+02
3.140898672991572198e+02,3.140898672991572198e+02,3.140898672991572198e+02,3.140898672991572198e+02,3.140898672991572198e+02
3.138155925931060324e+02,3.138155925931060324e+02,3.138155925931060324e+02,3.138155925931060324e+02,3.138155925931060324e+02
3.135414535823558708e+02,3.135414535823558708e+02,3.135414535823558708e+02,3.135414535823558708e+02,3.135414535823558708e+02
3.132674535714051558e+02,3.132674535714051558e+02,3.132674535714051558e+02,3.132674535714051558e+02,3.132674535714051558e+02
3.129935957712989421e+02,3.129935957712989421e+02,3.129935957712989421e+02,3.129935957712989421e+02,3.129935957712989421e+02
3.127198832971218962e+02,3.127198832971218962e+02,3.127198832971218962e+02,3.127198832971218962e+02,3.127198832971218962e+02
3.124463191655740957e+02,3.124463191655740957e+02,3.124463191655740957e+02,3.124463191655740957e+02,3.124463191655740957e+02
3.121729062926360712e+02,3.121729062926360712e+02,3.121729062926360712e+02,3.121729062926360712e+02,3.121729062926360712e+02
3.118996474913317911e+02,3.118996474913317911e+02,3.118996474913317911e+02,3.118996474913317911e+02,3.118996474913317911e+02
3.116265454695955555e+02,3.116265454695955555e+02,3.116265454695955555e+02,3.116265454695955555e+02,3.116265454695955555e+02
3.113536028282517236e+02,3.113536028282517236e+02,3.113536028282517236e+02,3.113536028282517236e+02,3.113536028282517236e+02
3.110808220591131317e+02,3.110808220591131317e+02,3.110808220591131317e+02,3.110808220591131317e+02,3.110808220591131317e+02
3.108082055432065545e+02,3.108082055432065545e+02,3.108082055432065545e+02,3.108082055432065545e+02,3.108082055432065545e+02
3.105357555491313519e+02,3.105357555491313519e+02,3.105357555491313519e+02,3.105357555491313519e+02,3.105357555491313519e+02
3.102634742315584617e+02,3.102634742315584617e+02,3.102634742315584617e+02,3.102634742315584617e+02,3.102634742315584617e+02
3.099913636298759343e+02,3.099913636298759343e+02,3.099913636298759343e+02,3.099913636298759343e+02,3.099913636298759343e+02
3.097194256669879451e+02,3.097194256669879451e+02,3.097194256669879451e+02,3.097194256669879451e+02,3.097194256669879451e+02
3.094476621482718315e+02,3.094476621482718315e+02,3.094476621482718315e+02,3.094476621482718315e+02,3.094476621482718315e+02
3.091760747607001463e+02,3.091760747607001463e+02,3.091760747607001463e+02,3.091760747607001463e+02,3.091760747607001463e+02
3.089046650721315928e+02,3.089046650721315928e+02,3.089046650721315928e+02,3.089046650721315928e+02,3.089046650721315928e+02
3.086334345307762987e+02,3.086334345307762987e+02,3.086334345307762987e+02,3.086334345307762987e+02,3.086334345307762987e+02
3.083623844648388399e+02,3.083623844648388399e+02,3.083623844648388399e+02,3.083623844648388399e+02,3.083623844648388399e+02
3.080915160823436167e+02,3.080915160823436167e+02,3.080915160823436167e+02,3.080915160823436167e+02,3.080915160823436167e+02
3.078208304711447454e+02,3.078208304711447454e+02,3.078208304711447454e+02,3.078208304711447454e+02,3.078208304711447454e+02
3.075503285991241000e+02,3.075503285991241000e+02,3.075503285991241000e+02,3.075503285991241000e+02,3.075503285991241000e+02
3.072800113145783030e+02,3.072800113145783030e+02,3.072800113145783030e+02,3.072800113145783030e+02,3.072800113145783030e+02
3.070098793467972200e+02,3.070098793467972200e+02,3.070098793467972200e+02,3.070098793467972200e+02,3.070098793467972200e+02
3.067399333068345868e+02,3.067399333068345868e+02,3.067399333068345868e+02,3.067399333068345868e+02,3.067399333068345868e+02
3.064701736884701404e+02,3.064701736884701404e+02,3.064701736884701404e+02,3.064701736884701404e+02,3.064701736884701404e+02
3.062006008693643366e+02,3.062006008693643366e+02,3.062006008693643366e+02,3.062006008693643366e+02,3.062006008693643366e+02
3.059312151124035495e+02,3.059312151124035495e+02,3.059312151124035495e+02,3.059312151124035495e+02,3.059312151124035495e+02
3.056620165672344456e+02,3.056620165672344456e+02,3.056620165672344456e+02,3.056620165672344456e+02,3.056620165672344456e+02
3.053930052719859987e+02,3.053930052719859987e+02,3.053930052719859987e+02,3.053930052719859987e+02,3.053930052719859987e+02
3.051241811551750516e+02,3.051241811551750516e+02,3.051241811551750516e+02,3.051241811551750516e+02,3.051241811551750516e+02
3.048555440377936634e+02,3.048555440377936634e+02,3.048555440377936634e+02,3.048555440377936634e+02,3.048555440377936634e+02
3.045870936355727281e+02,3.045870936355727281e+02,3.045870936355727281e+02,3.045870936355727281e+02,3.045870936355727281e+02
3.043188295614184540e+02,3.043188295614184540e+02,3.043188295614184540e+02,3.043188295614184540e+02,3.043188295614184540e+02
3.040507513280160197e+02,3.040507513280160197e+02,3.040507513280160197e+02,3.040507513280160197e+02,3.040507513280160197e+02
3.037828583505952906e+02,3.037828583505952906e+02,3.037828583505952906e+02,3.037828583505952906e+02,3.037828583505952906e+02
3.035151499498520593e+02,3.035151499498520593e+02,3.035151499498520593e+02,3.035151499498520593e+02,3.035151499498520593e+02
3.032476253550184424e+02,3.032476253550184424e+02,3.032476253550184424e+02,3.032476253550184992e+02,3.032476253550184992e+02
3.029802837070760688e+02,3.029802837070760688e+02,3.029802837070760120e+02,3.029802837070761257e+02,3.029802837070760688e+02
3.028088547578711314e+02,3.028088547578711314e+02,3.028088547578711314e+02,3.028088547578711314e+02,3.028088547578711314e+02
3.027102273974616082e+02,3.027102273974616082e+02,3.027102273974616651e+02,3.027102273974616651e+02,3.027102273974616651e+02
3.026570602887460950e+02,3.026570602887460950e+02,3.026570602887460950e+02,3.026570602887461519e+02,3.026570602887461519e+02
3.026292524567564897e+02,3.026292524567564897e+02,3.026292524567564897e+02,3.026292524567564897e+02,3.026292524567564897e+02
3.026148870683769587e+02,3.026148870683769587e+02,3.026148870683769587e+02,3.026148870683769587e+02,3.026148870683769587e+02
3.026075187777857991e+02,3.026075187777857991e+02,3.026075187777857991e+02,3.026075187777857991e+02,3.026075187777857991e+02
3.026037656661245592e+02,3.026037656661245592e+02,3.026037656661245592e+02,3.026037656661245592e+02,3.026037656661245592e+02
3.026018684995055992e+02,3.026018684995055992e+02,3.026018684995055992e+02,3.026018684995055992e+02,3.026018684995055992e+02
3.026009172420359050e+02,3.026009172420359050e+02,3.026009172420359050e+02,3.026009172420359050e+02,3.026009172420359050e+02
3.026004443578030987e+02,3.026004443578030987e+02,3.026004443578030987e+02,3.026004443578030987e+02,3.026004443578030987e+02
3.026002114893171324e+02,3.026002114893171324e+02,3.026002114893171324e+02,3.026002114893171324e+02,3.026002114893171324e+02
3.026000980692147664e+02,3.026000980692147664e+02,3.026000980692147664e+02,3.026000980692147664e+02,3.026000980692147664e+02
3.026000435879244606e+02,3.026000435879244606e+02,3.026000435879244606e+02,3.026000435879244606e+02,3.026000435879244606e+02
3.026000179200465254e+02,3.026000179200465254e+02,3.026000179200465254e+02,3.026000179200465254e+02,3.026000179200465254e+02
3.026000061834325834e+02,3.026000061834325834e+02,3.026000061834325834e+02,3.026000061834325834e+02,3.026000061834325834e+02
3.026000009772814678e+02,3.026000009772814678e+02,3.026000009772814678e+02,3.026000009772814678e+02,3.026000009772814678e+02
3.025999986963216770e+02,3.025999986963216770e+02,3.025999986963216770e+02,3.025999986963216770e+02,3.025999986963216770e+02
