3.046306622075123300e+02,3.011799990622844803e+02,3.012618674717458020e+02,3.010972181791830167e+02,3.010744640995766304e+02,3.010741476785011059e+02,3.010752123592588418e+02,3.010757412454798327e+02,3.010758364904928612e+02,3.010756454042982000e+02,3.010752620362661105e+02,3.010747472984333513e+02,3.010741417288887760e+02,3.010734731323489086e+02,3.010727611683678901e+02,3.010720201419331943e+02,3.010712607307751796e+02,3.010704910776383940e+02,3.010697174991334464e+02,3.010689449602280092e+02,3.010681774030345537e+02,3.010674179826067984e+02,3.010666692410534893e+02,3.010659332387212999e+02,3.010652116540161956e+02,3.010645058594516286e+02,3.010638169793309658e+02,3.010631459332313398e+02,3.010624934686487109e+02,3.010618601855426846e+02,3.010612465549759804e+02,3.010606529335556729e+02,3.010600795749554663e+02,3.010595266394408327e+02,3.010589942020380931e+02,3.010584822597758148e+02,3.010579907382761462e+02,3.010575194978699187e+02,3.010570683393433455e+02,3.010566370093789601e+02,3.010562252057303567e+02,3.010558325821531866e+02,3.010554587531075867e+02,3.010551032982422157e+02,3.010547657666666623e+02,3.010544456810193310e+02,3.010541425413337606e+02,3.010538558287091178e+02,3.010535850087867402e+02,3.010533295350360845e+02,3.010530888518514416e+02,3.010528623974616380e+02,3.010526496066538016e+02,3.010524499133122731e+02,3.010522627527748227e+02,3.010520875640070244e+02,3.010519237915970052e+02,3.010517708875738094e+02,3.010516283130510260e+02,3.010514955397006247e+02,3.010513720510606390e+02,3.010512573436814705e+02,3.010511509281169538e+02,3.010510523297651844e+02,3.010509610895666128e+02,3.010508767645658850e+02,3.010507989283444772e+02,3.010507271713323121e+02,3.010506611010059146e+02,3.010506003419805552e+02,3.010505445360054750e+02,3.010504933418686733e+02,3.010504464352205787e+02,3.010504035083236545e+02,3.010503642697349846e+02,3.010503284439304821e+02,3.010502957708765166e+02,3.010502660055559545e+02,3.010502389174552604e+02,3.010502142900182889e+02,3.010501919200722227e+02,3.010501716172309443e+02,3.010501532032802174e+02,3.010501365115491694e+02,3.010501213862719396e+02,3.010501076819421655e+02,3.010500952626641720e+02,3.010500840015025119e+02,3.010500737798326440e+02,3.010500644866938842e+02,3.010500560181465062e+02,3.010500482766334471e+02,3.010500411703479244e+02,3.010500346126068507e+02,3.010500285212302742e+02,3.010500228179269016e+02,3.010500174276852476e+02,3.010500122781699019e+02,3.010500072991217166e+02,3.010500024217623718e+02
3.047367084641224437e+02,3.011813252067391318e+02,3.014011964738231200e+02,3.011700581691929415e+02,3.010814313479978068e+02,3.010752367593955228e+02,3.010758461241735517e+02,3.010761789955639642e+02,3.010761289444957356e+02,3.010758408407140791e+02,3.010753945914957512e+02,3.010748390639655554e+02,3.010742066798989640e+02,3.010735201321061822e+02,3.010727959109164544e+02,3.010720463466512342e+02,3.010712808699850598e+02,3.010705068231967516e+02,3.010697300006009414e+02,3.010689550210813650e+02,3.010681855941502931e+02,3.010674247164430994e+02,3.010666748207726187e+02,3.010659378910819441e+02,3.010652155516197013e+02,3.010645091359338039e+02,3.010638197398432112e+02,3.010631482617536108e+02,3.010624954331578920e+02,3.010618618417181551e+02,3.010612479488980853e+02,3.010606541037024613e+02,3.010600805537047790e+02,3.010595274542179709e+02,3.010589948762057588e+02,3.010584828133328870e+02,3.010579911884133253e+02,3.010575198594161179e+02,3.010570686251273287e+02,3.010566372305250979e+02,3.010562253719021442e+02,3.010558327017552642e+02,3.010554588334545656e+02,3.010551033457005019e+02,3.010547657867750218e+02,3.010544456785910370e+02,3.010541425205449855e+02,3.010538557931748755e+02,3.010535849616272799e+02,3.010533294789347565e+02,3.010530887891059137e+02,3.010528623300288587e+02,3.010526495361901880e+02,3.010524498412094658e+02,3.010522626801916886e+02,3.010520874918980780e+02,3.010519237207383298e+02,3.010517708185857941e+02,3.010516282464191136e+02,3.010514954757937289e+02,3.010513719901475724e+02,3.010512572859458373e+02,3.010511508736701671e+02,3.010510522786580623e+02,3.010509610417997806e+02,3.010508767200987563e+02,3.010507988871033263e+02,3.010507271332170944e+02,3.010506610658963496e+02,3.010506003097414123e+02,3.010505445064908940e+02,3.010504933149260296e+02,3.010504464106937803e+02,3.010504034860554725e+02,3.010503642495696113e+02,3.010503284257152359e+02,3.010502957544629794e+02,3.010502659908013925e+02,3.010502389042234199e+02,3.010502142781797943e+02,3.010501919095052585e+02,3.010501716078211984e+02,3.010501531949211085e+02,3.010501365041420740e+02,3.010501213797256241e+02,3.010501076761730701e+02,3.010500952575958422e+02,3.010500839970655420e+02,3.010500737759642789e+02,3.010500644833378487e+02,3.010500560152526077e+02,3.010500482741572341e+02,3.010500411682505728e+02,3.010500346108547092e+02,3.010500285197947505e+02,3.010500228167841215e+02,3.010500174268161118e+02,3.010500122775594605e+02,3.010500072987596241e+02,3.010500024216423753e+02
3.050024221306392747e+02,3.013266018375260273e+02,3.016014407224954539e+02,3.014367595384361493e+02,3.011194700100710975e+02,3.010810461528575956e+02,3.010779417324823726e+02,3.010772414098680656e+02,3.010767334446756536e+02,3.010762160379220518e+02,3.010756421905969091e+02,3.010750096003469594e+02,3.010743279064918170e+02,3.010736085166200837e+02,3.010728617706854493e+02,3.010720963911809349e+02,3.010713195801760662e+02,3.010705372538172924e+02,3.010697542708977608e+02,3.010689746251699717e+02,3.010682016021774530e+02,3.010674379072725628e+02,3.010666857706792143e+02,3.010659470336746040e+02,3.010652232187013055e+02,3.010645155856105930e+02,3.010638251760460662e+02,3.010631528479416374e+02,3.010624993020567217e+02,3.010618651023375492e+02,3.010612506916655207e+02,3.010606564042795981e+02,3.010600824758690237e+02,3.010595290520726053e+02,3.010589961958989420e+02,3.010584838944122907e+02,3.010579920649055907e+02,3.010575205606965596e+02,3.010570691766260438e+02,3.010566376543054048e+02,3.010562256871381805e+02,3.010558329251285841e+02,3.010554589794860476e+02,3.010551034270301898e+02,3.010547658143992180e+02,3.010544456620649498e+02,3.010541424681570106e+02,3.010538557120973451e+02,3.010535848580478273e+02,3.010533293581715384e+02,3.010530886557087911e+02,3.010528621878694935e+02,3.010526493885417381e+02,3.010524496908178094e+02,3.010522625293390888e+02,3.010520873424603110e+02,3.010519235742357296e+02,3.010517706762290686e+02,3.010516281091506130e+02,3.010514953443242234e+02,3.010513718649893349e+02,3.010512571674418041e+02,3.010511507620203133e+02,3.010510521739426508e+02,3.010509609439998258e+02,3.010508766291141569e+02,3.010507988027687816e+02,3.010507270553159742e+02,3.010506609941726310e+02,3.010506002439100826e+02,3.010505444462468745e+02,3.010504932599516792e+02,3.010504463606650916e+02,3.010504034406476421e+02,3.010503642084611897e+02,3.010503283885915380e+02,3.010502957210192108e+02,3.010502659607445253e+02,3.010502388772738414e+02,3.010502142540726140e+02,3.010501918879908771e+02,3.010501715886659326e+02,3.010501531779072479e+02,3.010501364890677678e+02,3.010501213664048805e+02,3.010501076644350746e+02,3.010500952472847302e+02,3.010500839880397166e+02,3.010500737680958991e+02,3.010500644765120910e+02,3.010500560093670970e+02,3.010500482691215893e+02,3.010500411639855542e+02,3.010500346072918774e+02,3.010500285168758410e+02,3.010500228144606467e+02,3.010500174250488499e+02,3.010500122763184550e+02,3.010500072980235018e+02,3.010500024213984034e+02
3.053236320469508200e+02,3.015407514571577963e+02,3.016882617665909265e+02,3.015710412932677968e+02,3.011726581914013536e+02,3.010816127272939298e+02,3.010773030781482476e+02,3.010774596548840236e+02,3.010771179976100598e+02,3.010765663780022692e+02,3.010759190732269985e+02,3.010752189963936871e+02,3.010744847531001369e+02,3.010737265818682999e+02,3.010729516481517862e+02,3.010721657543772949e+02,3.010713738775823458e+02,3.010705803434523773e+02,3.010697888994355367e+02,3.010690027669855908e+02,3.010682246937049058e+02,3.010674570079331147e+02,3.010667016734535650e+02,3.010659603413507739e+02,3.010652343967216211e+02,3.010645249989290164e+02,3.010638331150320823e+02,3.010631595467574471e+02,3.010625049518432661e+02,3.010618698607998454e+02,3.010612546901427322e+02,3.010606597530389195e+02,3.010600852681316724e+02,3.010595313671200870e+02,3.010589981015032777e+02,3.010584854487611324e+02,3.010579933181438719e+02,3.010575215561725599e+02,3.010570699519084314e+02,3.010566382420188347e+02,3.010562261156549653e+02,3.010558332191454838e+02,3.010554591605082351e+02,3.010551035137798976e+02,3.010547658231635069e+02,3.010544456069933403e+02,3.010541423615177905e+02,3.010538555645003385e+02,3.010535846786384013e+02,3.010533291548011903e+02,3.010530884350856695e+02,3.010528619556917533e+02,3.010526491496163999e+02,3.010524494491668861e+02,3.010522622882943438e+02,3.010520871047485798e+02,3.010519233420551473e+02,3.010517704513177932e+02,3.010516278928482734e+02,3.010514951376269437e+02,3.010513716685989607e+02,3.010512569818102406e+02,3.010511505873882925e+02,3.010510520103748036e+02,3.010509607914152070e+02,3.010508764873134169e+02,3.010507986714577555e+02,3.010507269341265442e+02,3.010506608826804609e+02,3.010506001416501931e+02,3.010505443527267175e+02,3.010504931746623356e+02,3.010504462830908210e+02,3.010504033702735001e+02,3.010503641447795076e+02,3.010503283311069822e+02,3.010502956692529892e+02,3.010502659142373432e+02,3.010502388355884023e+02,3.010502142167951547e+02,3.010501918547321338e+02,3.010501715590617664e+02,3.010501531516189289e+02,3.010501364657815770e+02,3.010501213458317125e+02,3.010501076463098116e+02,3.010500952313655603e+02,3.010500839741070536e+02,3.010500737559515869e+02,3.010500644659783802e+02,3.010500560002855650e+02,3.010500482613522308e+02,3.010500411574058148e+02,3.010500346017958577e+02,3.010500285123733875e+02,3.010500228108768397e+02,3.010500174223232079e+02,3.010500122744044234e+02,3.010500072968881682e+02,3.010500024210221000e+02
3.056261640151655570e+02,3.017924304099722690e+02,3.018684415970133728e+02,3.018162304878867985e+02,3.015215948007958104e+02,3.011048608661874937e+02,3.010803926385979707e+02,3.010789600302945814e+02,3.010779646171093873e+02,3.010770950698933461e+02,3.010762749578879038e+02,3.010754712500739174e+02,3.010746699934138633e+02,3.010738661249348525e+02,3.010730588666074254e+02,3.010722494979598309e+02,3.010714402212023515e+02,3.010706335646706293e+02,3.010698320675680861e+02,3.010690381186220748e+02,3.010682538815789258e+02,3.010674812701572023e+02,3.010667219505210710e+02,3.010659773578995555e+02,3.010652487191089790e+02,3.010645370760396418e+02,3.010638433074040563e+02,3.010631681475450137e+02,3.010625122020588833e+02,3.010618759605317223e+02,3.010612598069216119e+02,3.010606640281696400e+02,3.010600888215533359e+02,3.010595343011898422e+02,3.010590005039798598e+02,3.010584873951851250e+02,3.010579948737563427e+02,3.010575227774758105e+02,3.010570708879457129e+02,3.010566389354315788e+02,3.010562266035618677e+02,3.010558335338785696e+02,3.010554593302330204e+02,3.010551035630210777e+02,3.010547657732537346e+02,3.010544454764586249e+02,3.010541421664109407e+02,3.010538553186908075e+02,3.010535843940661493e+02,3.010533288417000790e+02,3.010530881021812206e+02,3.010528616103766240e+02,3.010526487981071568e+02,3.010524490966440680e+02,3.010522619390280283e+02,3.010520867622111609e+02,3.010519230090226301e+02,3.010517701299607438e+02,3.010516275848132750e+02,3.010514948441099818e+02,3.010513713904109068e+02,3.010512567194351732e+02,3.010511503410356227e+02,3.010510517800252615e+02,3.010509605768618826e+02,3.010508762881974576e+02,3.010507984872998577e+02,3.010507267643541809e+02,3.010506607266518699e+02,3.010505999986744996e+02,3.010505442220812711e+02,3.010504930556076033e+02,3.010504461748825520e+02,3.010504032721728436e+02,3.010503640560614258e+02,3.010503282510669010e+02,3.010502955972118571e+02,3.010502658495456672e+02,3.010502387776291471e+02,3.010502141649856185e+02,3.010501918085252555e+02,3.010501715179465805e+02,3.010501531151205086e+02,3.010501364334607501e+02,3.010501213172842654e+02,3.010501076211654095e+02,3.010500952092866100e+02,3.010500839547874534e+02,3.010500737391150210e+02,3.010500644513772386e+02,3.010500559876992952e+02,3.010500482505859736e+02,3.010500411482892105e+02,3.010500345941816249e+02,3.010500285061363002e+02,3.010500228059127039e+02,3.010500174185479523e+02,3.010500122717534737e+02,3.010500072953157655e+02,3.010500024205010163e+02
3.058783095864101824e+02,3.019698144195419900e+02,3.019243162593454031e+02,3.018720896316458493e+02,3.015796581476756160e+02,3.011219609878792767e+02,3.010819718561176614e+02,3.010798031370931653e+02,3.010785589188017752e+02,3.010775260628065553e+02,3.010765953660593937e+02,3.010757142383162090e+02,3.010748572312963915e+02,3.010740123362384679e+02,3.010731743819385997e+02,3.010723417377198530e+02,3.010715146039833598e+02,3.010706940947817998e+02,3.010698817325687742e+02,3.010690791670965609e+02,3.010682880212202122e+02,3.010675098106456176e+02,3.010667459071547682e+02,3.010659975269238657e+02,3.010652657325256314e+02,3.010645514415412549e+02,3.010638554375561284e+02,3.010631783812237927e+02,3.010625208203241527e+02,3.010618831984983217e+02,3.010612658627461542e+02,3.010606690699418664e+02,3.010600929926514482e+02,3.010595377244960673e+02,3.010590032852383047e+02,3.010584896257050787e+02,3.010579966326095587e+02,3.010575241332976475e+02,3.010570719004217040e+02,3.010566396565337186e+02,3.010562270785824808e+02,3.010558338023006968e+02,3.010554594264673938e+02,3.010551035170341265e+02,3.010547656111061201e+02,3.010544452207696509e+02,3.010541418367620281e+02,3.010538549319775257e+02,3.010535839648078991e+02,3.010533283823132251e+02,3.010530876232215292e+02,3.010528611207556651e+02,3.010526483052850608e+02,3.010524486068027841e+02,3.010522614572270186e+02,3.010520862925268943e+02,3.010519225546744337e+02,3.010517696934237506e+02,3.010516271679199463e+02,3.010514944481411135e+02,3.010513710161771996e+02,3.010512563673498221e+02,3.010511500111791179e+02,3.010510514722028006e+02,3.010509602906540181e+02,3.010508760230046050e+02,3.010507982423814042e+02,3.010507265388622500e+02,3.010506605196605960e+02,3.010505998092051527e+02,3.010505440491237437e+02,3.010504928981382022e+02,3.010504460318791757e+02,3.010504031426272036e+02,3.010503639389891646e+02,3.010503281455154365e+02,3.010502955022664651e+02,3.010502657643342559e+02,3.010502387013252701e+02,3.010502140968107483e+02,3.010501917477498637e+02,3.010501714638904787e+02,3.010501530671526211e+02,3.010501363909982047e+02,3.010501212797913126e+02,3.010501075881518318e+02,3.010500951803058456e+02,3.010500839294349475e+02,3.010500737170261232e+02,3.010500644322250992e+02,3.010500559711931601e+02,3.010500482364691379e+02,3.010500411363371995e+02,3.010500345842005459e+02,3.010500284979613639e+02,3.010500227994068041e+02,3.010500174136005853e+02,3.010500122682796587e+02,3.010500072932553621e+02,3.010500024198181563e+02
3.061107954643210292e+02,3.021650167459761178e+02,3.020470266387524703e+02,3.020096197503685858e+02,3.016972386166415845e+02,3.011389859562375477e+02,3.010832543231405793e+02,3.010800429837965453e+02,3.010788641084366191e+02,3.010778182724490648e+02,3.010768498742069710e+02,3.010759272745939938e+02,3.010750325081201026e+02,3.010741556337105180e+02,3.010732914635923976e+02,3.010724376414092376e+02,3.010715934889076948e+02,3.010707592997416100e+02,3.010699359009750538e+02,3.010691243799598737e+02,3.010683259161764340e+02,3.010675416807531519e+02,3.010667727796198960e+02,3.010660202242891046e+02,3.010652849194763689e+02,3.010645676603658103e+02,3.010638691348900124e+02,3.010631899282208792e+02,3.010625305279333475e+02,3.010618913291201579e+02,3.010612726392149057e+02,3.010606746825260416e+02,3.010600976045742527e+02,3.010595414763392341e+02,3.010590062984926476e+02,3.010584920056610940e+02,3.010579984707301264e+02,3.010575255091804365e+02,3.010570728834333067e+02,3.010566403071779291e+02,3.010562274496538180e+02,3.010558339398612588e+02,3.010554593706795004e+02,3.010551033028741585e+02,3.010547652689796791e+02,3.010544447770456600e+02,3.010541413142379952e+02,3.010538543502885886e+02,3.010535833407873270e+02,3.010533277303119917e+02,3.010530869553933826e+02,3.010528604473112750e+02,3.010526476347204152e+02,3.010524479461042802e+02,3.010522608120558630e+02,3.010520856673853132e+02,3.010519219530553983e+02,3.010517691179455824e+02,3.010516266204473936e+02,3.010514939298942068e+02,3.010513705278282828e+02,3.010512559091104094e+02,3.010511495828773150e+02,3.010510510733515730e+02,3.010509599205116160e+02,3.010508756806277688e+02,3.010507979266714074e+02,3.010507262486053719e+02,3.010506602535625689e+02,3.010505995659208907e+02,3.010505438272823540e+02,3.010504926963642447e+02,3.010504458488098862e+02,3.010504029769271028e+02,3.010503637893610289e+02,3.010503280107097339e+02,3.010502953810879490e+02,3.010502656556469105e+02,3.010502386040557212e+02,3.010502140099503094e+02,3.010501916703553889e+02,3.010501713950844191e+02,3.010501530061220592e+02,3.010501363369936598e+02,3.010501212321245816e+02,3.010501075461940559e+02,3.010500951434849526e+02,3.010500838972329802e+02,3.010500736889767950e+02,3.010500644079107815e+02,3.010500559502425517e+02,3.010500482185545934e+02,3.010500411211724554e+02,3.010500345715383901e+02,3.010500284875918169e+02,3.010500227911552429e+02,3.010500174073262087e+02,3.010500122638743505e+02,3.010500072906426112e+02,3.010500024189523174e+02
3.063177461819936411e+02,3.023394537391378663e+02,3.021505226431004871e+02,3.021209373851401665e+02,3.018163457571199615e+02,3.011700488893584975e+02,3.010812663368656672e+02,3.010800481225415410e+02,3.010790242306919708e+02,3.010780249225451826e+02,3.010770553404584007e+02,3.010761131260326806e+02,3.010751935630269713e+02,3.010742923528790698e+02,3.010734064256035936e+02,3.010725339652422576e+02,3.010716741717628793e+02,3.010708269767049501e+02,3.010699927926331725e+02,3.010691723181158750e+02,3.010683663969190320e+02,3.010675759222008878e+02,3.010668017749215437e+02,3.010660447866594041e+02,3.010653057188731623e+02,3.010645852526206454e+02,3.010638839845153143e+02,3.010632024261520314e+02,3.010625410053240216e+02,3.010619000681139141e+02,3.010612798814190683e+02,3.010606806357403684e+02,3.010601024481882177e+02,3.010595453657048779e+02,3.010590093685004263e+02,3.010584943736881769e+02,3.010580002390891536e+02,3.010575267671665642e+02,3.010570737090450280e+02,3.010566407685719810e+02,3.010562276063806735e+02,3.010558338439209365e+02,3.010554590674276483e+02,3.010551028318042199e+02,3.010547646644018300e+02,3.010544440686794019e+02,3.010541405277323861e+02,3.010538535076811968e+02,3.010535824609111160e+02,3.010533268291581521e+02,3.010530860464353395e+02,3.010528595417957831e+02,3.010526467419292089e+02,3.010524470735900309e+02,3.010522599658547165e+02,3.010520848522090205e+02,3.010519211724642901e+02,3.010517683745048316e+02,3.010516259158672483e+02,3.010514932651561253e+02,3.010513699032976547e+02,3.010512553246375660e+02,3.010511490378867734e+02,3.010510505669216172e+02,3.010509594514442142e+02,3.010508752475096799e+02,3.010507975279277844e+02,3.010507258825459189e+02,3.010506599184213314e+02,3.010505992598901912e+02,3.010505435485413273e+02,3.010504924431026552e+02,3.010504456192477960e+02,3.010504027693307307e+02,3.010503636020554268e+02,3.010503278420882793e+02,3.010502952296197918e+02,3.010502655198818616e+02,3.010502384826275488e+02,3.010502139015783314e+02,3.010501915738448133e+02,3.010501713093257194e+02,3.010501529300893822e+02,3.010501362697423815e+02,3.010501211727890336e+02,3.010501074939839441e+02,3.010500950976822310e+02,3.010500838571882696e+02,3.010500736541058018e+02,3.010500643776909442e+02,3.010500559242094027e+02,3.010500481962986896e+02,3.010500411023360812e+02,3.010500345558131130e+02,3.010500284747155320e+02,3.010500227809100693e+02,3.010500173995367277e+02,3.010500122584056726e+02,3.010500072873992963e+02,3.010500024178775220e+02
3.065089479908746171e+02,3.025218384273185848e+02,3.022827493275445931e+02,3.022917186197718706e+02,3.020895393088417791e+02,3.016795861622554753e+02,3.010947008237598084e+02,3.010800804593258704e+02,3.010791741656919953e+02,3.010782112669898538e+02,3.010772410128026877e+02,3.010762834096375400e+02,3.010753437937447643e+02,3.010744222978804601e+02,3.010735176750234814e+02,3.010726287210495684e+02,3.010717546978755195e+02,3.010708953655249616e+02,3.010700508827619615e+02,3.010692216827187053e+02,3.010684083631315957e+02,3.010676116020931659e+02,3.010668320985699324e+02,3.010660705329597704e+02,3.010653275423474042e+02,3.010646037058226057e+02,3.010638995363124195e+02,3.010632154764442703e+02,3.010625518968318488e+02,3.010619090958250013e+02,3.010612873001950334e+02,3.010606866664862196e+02,3.010601072828982296e+02,3.010595491716234733e+02,3.010590122915797906e+02,3.010584965414815315e+02,3.010580017631861551e+02,3.010575277452538216e+02,3.010570742266583011e+02,3.010566409005924697e+02,3.010562274183188833e+02,3.010558333930230219e+02,3.010554584036335086e+02,3.010551019985812786e+02,3.010547636994745062e+02,3.010544430046700199e+02,3.010541393927281888e+02,3.010538523257370684e+02,3.010535812524988728e+02,3.010533256115680842e+02,3.010530848341375076e+02,3.010528583467656176e+02,3.010526455739409926e+02,3.010524459404825848e+02,3.010522588737716205e+02,3.010520838058157551e+02,3.010519201751444598e+02,3.010517674285373459e+02,3.010516250225858812e+02,3.010514924250924196e+02,3.010513691163096155e+02,3.010512545900238592e+02,3.010511483544887028e+02,3.010510499332128802e+02,3.010509588656102551e+02,3.010508747075169822e+02,3.010507970315842385e+02,3.010507254275528339e+02,3.010506595024178864e+02,3.010505988804913500e+02,3.010505432033695001e+02,3.010504921298140175e+02,3.010504453355537180e+02,3.010504025130147738e+02,3.010503633709868154e+02,3.010503276342320760e+02,3.010502950430439455e+02,3.010502653527620396e+02,3.010502383332498084e+02,3.010502137683401429e+02,3.010501914552544918e+02,3.010501712040005486e+02,3.010501528367533410e+02,3.010501361872225630e+02,3.010501211000116655e+02,3.010501074299703532e+02,3.010500950415441253e+02,3.010500838081231336e+02,3.010500736113924063e+02,3.010500643406846280e+02,3.010500558923377525e+02,3.010500481690572769e+02,3.010500410792848243e+02,3.010500345365722978e+02,3.010500284589629132e+02,3.010500227683779144e+02,3.010500173900092591e+02,3.010500122517173054e+02,3.010500072834328193e+02,3.010500024165631316e+02
3.066714361672919722e+02,3.026535872896878345e+02,3.023238463257928856e+02,3.023123807916867349e+02,3.020873390596908052e+02,3.016380857732206664e+02,3.011055867314665875e+02,3.010805776747448022e+02,3.010794865549318047e+02,3.010784487797538418e+02,3.010774364921377355e+02,3.010764498585781439e+02,3.010754871543499007e+02,3.010745460359898402e+02,3.010736243600856596e+02,3.010727205338137651e+02,3.010718335748810546e+02,3.010709630331842277e+02,3.010701088661493259e+02,3.010692713142817638e+02,3.010684507963807164e+02,3.010676478293310083e+02,3.010668629704871364e+02,3.010660967781655586e+02,3.010653497855175829e+02,3.010646224837602745e+02,3.010639153116966327e+02,3.010632286493537322e+02,3.010625628142957453e+02,3.010619180597092850e+02,3.010612945737246378e+02,3.010606924796647945e+02,3.010601118370393579e+02,3.010595526431633289e+02,3.010590148353045947e+02,3.010584982932732032e+02,3.010580028423689782e+02,3.010575282566079522e+02,3.010570742621536624e+02,3.010566405408875426e+02,3.010562267340605445e+02,3.010558324459786945e+02,3.010554572476812609e+02,3.010551006805793008e+02,3.010547622600284399e+02,3.010544414788134304e+02,3.010541378105277772e+02,3.010538507128350147e+02,3.010535796305984491e+02,3.010533239988722585e+02,3.010530832457444035e+02,3.010528567950264573e+02,3.010526440687851277e+02,3.010524444897115472e+02,3.010522574833262297e+02,3.010520824800182709e+02,3.010519189169176002e+02,3.010517662396021592e+02,3.010516239036401771e+02,3.010514913759712954e+02,3.010513681361287581e+02,3.010512536773078409e+02,3.010511475072846110e+02,3.010510491491908738e+02,3.010509581421517851e+02,3.010508740417920990e+02,3.010507964206181555e+02,3.010507248682835097e+02,3.010506589917453084e+02,3.010505984153185182e+02,3.010505427806371017e+02,3.010504917465286212e+02,3.010504449888106819e+02,3.010504022000160944e+02,3.010503630890549402e+02,3.010503273808197946e+02,3.010502948157412675e+02,3.010502651493002304e+02,3.010502381515032084e+02,3.010502136063259400e+02,3.010501913111308454e+02,3.010501710760638616e+02,3.010501527234337118e+02,3.010501360870794656e+02,3.010501210117281516e+02,3.010501073523475952e+02,3.010500949734952769e+02,3.010500837486674186e+02,3.010500735596490927e+02,3.010500642958671733e+02,3.010500558537483471e+02,3.010500481360815570e+02,3.010500410513867564e+02,3.010500345132899156e+02,3.010500284399042812e+02,3.010500227532174904e+02,3.010500173784848812e+02,3.010500122436276911e+02,3.010500072786356327e+02,3.010500024149734486e+02
