3.001124831990626376e+02,3.001124831257591836e+02,3.001124901176426079e+02,3.001125024154300149e+02,3.001125182455560321e+02,3.001125360687302646e+02,3.001125546327997995e+02,3.001125729530218678e+02,3.001125902734186184e+02,3.001126060258413872e+02,3.001126197930703938e+02,3.001126312774795792e+02,3.001126402752748277e+02,3.001126466556843297e+02,3.001126503443429101e+02,3.001126513101270916e+02,3.001126495547862305e+02,3.001126451048154991e+02,3.001126380051125011e+02,3.001126283140475266e+02,3.001126160996478234e+02,3.001126014366572576e+02,3.001125844042822450e+02,3.001125650844730899e+02,3.001125435606219867e+02,3.001125199165839490e+02,3.001124942359481338e+02,3.001124666015008984e+02,3.001124370948362525e+02,3.001124057960794289e+02,3.001123727836955482e+02,3.001123381343634264e+02,3.001123019228982685e+02,3.001122642222111949e+02,3.001122251032964527e+02,3.001121846352394300e+02,3.001121428852401891e+02,3.001120999186484823e+02,3.001120557990084308e+02,3.001120105881091717e+02,3.001119643460416455e+02,3.001119171312592471e+02,3.001118690006427414e+02,3.001118200095679072e+02,3.001117702119769319e+02,3.001117196604528772e+02,3.001116684062976105e+02,3.001116164996139446e+02,3.001115639893929483e+02,3.001115109236067156e+02,3.001114573493084094e+02,3.001114033127411176e+02,3.001113488594572800e+02,3.001112940344503954e+02,3.001112388823018478e+02,3.001111834473450699e+02,3.001111277738496597e+02,3.001110719062280623e+02,3.001110158892673780e+02,3.001109597683877723e+02,3.001109035899304445e+02,3.001108474014744729e+02,3.001107912521832759e+02,3.001107351931786980e+02,3.001106792779397097e+02,3.001106235627204910e+02,3.001105681069800539e+02,3.001105129738142523e+02,3.001104582303771622e+02,3.001104039482763710e+02,3.001103502039244972e+02,3.001102970788271023e+02,3.001102446597834046e+02,3.001101930389767745e+02,3.001101423139302824e+02,3.001100925873029155e+02,3.001100439665029853e+02,3.001099965630996849e+02,3.001099504920156278e+02,3.001099058704894560e+02,3.001098628168057303e+02,3.001098214487946620e+02,3.001097818821148735e+02,3.001097442283418104e+02,3.001097085928923320e+02,3.001096750728278266e+02,3.001096437545845106e+02,3.001096147116888346e+02,3.001095880025218321e+02,3.001095636682017016e+02,3.001095417306577815e+02,3.001095221909770885e+02,3.001095050281083445e+02,3.001094901980273448e+02,3.001094776334922472e+02,3.001094672445677247e+02,3.001094589202042471e+02,3.001094525313131385e+02,3.001094479362341758e+02,3.001094449899206893e+02,3.001094435607557216e+02,3.001094435569303300e+02
3.001051289380519052e+02,3.001051290164002694e+02,3.001051218895161696e+02,3.001051094377599497e+02,3.001050934764577960e+02,3.001050755534209316e+02,3.001050569184546930e+02,3.001050385508190743e+02,3.001050212009426446e+02,3.001050054322452638e+02,3.001049916582186938e+02,3.001049801736615450e+02,3.001049711802767206e+02,3.001049648073169465e+02,3.001049611280620297e+02,3.001049601728736889e+02,3.001049619394789829e+02,3.001049664010338915e+02,3.001049735124177005e+02,3.001049832151276746e+02,3.001049954410678424e+02,3.001050101154699519e+02,3.001050271591327032e+02,3.001050464901302348e+02,3.001050680251063341e+02,3.001050916802477104e+02,3.001051173720089196e+02,3.001051450176466915e+02,3.001051745356070342e+02,3.001052058458010947e+02,3.001052388697953006e+02,3.001052735309372679e+02,3.001053097544331649e+02,3.001053474673879577e+02,3.001053865988184839e+02,3.001054270796458354e+02,3.001054688426721100e+02,3.001055118225454521e+02,3.001055559557164543e+02,3.001056011803871684e+02,3.001056474364551150e+02,3.001056946654529725e+02,3.001057428104840596e+02,3.001057918161549765e+02,3.001058416285046064e+02,3.001058921949301634e+02,3.001059434641093731e+02,3.001059953859185612e+02,3.001060479113462520e+02,3.001061009924001723e+02,3.001061545820074912e+02,3.001062086339067037e+02,3.001062631025282030e+02,3.001063179428628018e+02,3.001063731103154169e+02,3.001064285605410191e+02,3.001064842492605749e+02,3.001065401320549881e+02,3.001065961641331796e+02,3.001066523000736765e+02,3.001067084935368143e+02,3.001067646969480052e+02,3.001068208611509931e+02,3.001068769350334264e+02,3.001069328651280443e+02,3.001069885951940250e+02,3.001070440657867948e+02,3.001070992138251086e+02,3.001071539721691011e+02,3.001072082692237473e+02,3.001072620285862058e+02,3.001073151687567133e+02,3.001073676029367903e+02,3.001074192389368136e+02,3.001074699792195020e+02,3.001075197211025056e+02,3.001075683571430091e+02,3.001076157757258329e+02,3.001076618618697580e+02,3.001077064982640081e+02,3.001077495665383594e+02,3.001077909487635225e+02,3.001078305291684387e+02,3.001078681960535732e+02,3.001079038438668931e+02,3.001079373754035373e+02,3.001079687040771660e+02,3.001079977562078511e+02,3.001080244732606275e+02,3.001080488139671161e+02,3.001080707562550742e+02,3.001080902989078254e+02,3.001081074628662577e+02,3.001081222920734035e+02,3.001081348537343274e+02,3.001081452378157906e+02,3.001081535555111941e+02,3.001081599362241832e+02,3.001081645222345742e+02,3.001081674595960749e+02,3.001081688819805322e+02,3.001081688860062968e+02
3.000977817269923094e+02,3.000977819861957414e+02,3.000977598167623910e+02,3.000977214395747978e+02,3.000976725446827231e+02,3.000976178709198621e+02,3.000975611979147857e+02,3.000975054637389690e+02,3.000974529072715882e+02,3.000974052018755742e+02,3.000973635706297387e+02,3.000973288818207152e+02,3.000973017264305440e+02,3.000972824802157675e+02,3.000972713530256328e+02,3.000972684277426765e+02,3.000972736908819343e+02,3.000972870565335029e+02,3.000973083850253715e+02,3.000973374974129229e+02,3.000973741866831688e+02,3.000974182263802845e+02,3.000974693772130877e+02,3.000975273920878976e+02,3.000975920199174993e+02,3.000976630084808789e+02,3.000977401065506456e+02,3.000978230654562253e+02,3.000979116402155569e+02,3.000980055903370385e+02,3.000981046803710797e+02,3.000982086802720801e+02,3.000983173656175609e+02,3.000984305177196916e+02,3.000985479236565538e+02,3.000986693762427535e+02,3.000987946739548420e+02,3.000989236208225748e+02,3.000990560262943063e+02,3.000991917050820916e+02,3.000993304769916676e+02,3.000994721667387353e+02,3.000996166037554076e+02,3.000997636219860283e+02,3.000999130596742930e+02,3.001000647591400252e+02,3.001002185665462321e+02,3.001003743316533701e+02,3.001005319075595708e+02,3.001006911504232448e+02,3.001008519191649384e+02,3.001010140751428139e+02,3.001011774817971514e+02,3.001013420042575603e+02,3.001015075089050015e+02,3.001016738628827056e+02,3.001018409335461570e+02,3.001020085878460009e+02,3.001021766916352931e+02,3.001023451088948377e+02,3.001025137008713273e+02,3.001026823251261817e+02,3.001028508344944044e+02,3.001030190759594234e+02,3.001031868894510808e+02,3.001033541065846180e+02,3.001035205493608373e+02,3.001036860288575099e+02,3.001038503439503984e+02,3.001040132801085178e+02,3.001041746083189423e+02,3.001043340842016960e+02,3.001044914473827703e+02,3.001046464211984244e+02,3.001047987128046088e+02,3.001049480137664887e+02,3.001050940011971306e+02,3.001052363395089628e+02,3.001053746828259250e+02,3.001055086780920647e+02,3.001056379688877200e+02,3.001057621999441380e+02,3.001058810223184992e+02,3.001059940991623876e+02,3.001061011119904833e+02,3.001062017673232276e+02,3.001062958035560087e+02,3.001063829978797344e+02,3.001064631730616838e+02,3.001065362038780222e+02,3.001066020229776541e+02,3.001066606259427658e+02,3.001067120752916253e+02,3.001067565031314643e+02,3.001067941120971909e+02,3.001068251740693995e+02,3.001068500258975860e+02,3.001068690608285578e+02,3.001068827133342438e+02,3.001068914330421080e+02,3.001068956398056002e+02,3.001068956531178173e+02
3.000904580314843884e+02,3.000904585187936959e+02,3.000904196154710348e+02,3.000903530169393321e+02,3.000902688113814634e+02,3.000901751722483937e+02,3.000900785113689153e+02,3.000899837539146802e+02,3.000898946177396169e+02,3.000898138591070392e+02,3.000897434771311509e+02,3.000896848793972254e+02,3.000896390142423797e+02,3.000896064755180532e+02,3.000895875850975472e+02,3.000895824575878805e+02,3.000895910509082682e+02,3.000896132056968781e+02,3.000896486759138497e+02,3.000896971525269237e+02,3.000897582817734133e+02,3.000898316791808611e+02,3.000899169402787834e+02,3.000900136487354644e+02,3.000901213824973865e+02,3.000902397183841117e+02,3.000903682354932585e+02,3.000905065176910966e+02,3.000906541554054456e+02,3.000908107468862909e+02,3.000909758990632099e+02,3.000911492280989705e+02,3.000913303597137656e+02,3.000915189293382355e+02,3.000917145821383656e+02,3.000919169729440341e+02,3.000921257661067898e+02,3.000923406353030600e+02,3.000925612632970001e+02,3.000927873416721354e+02,3.000930185705380495e+02,3.000932546582175746e+02,3.000934953209169862e+02,3.000937402823807361e+02,3.000939892735320313e+02,3.000942420320978954e+02,3.000944983022179144e+02,3.000947578340333166e+02,3.000950203832537113e+02,3.000952857106952933e+02,3.000955535817849409e+02,3.000958237660224768e+02,3.000960960363913728e+02,3.000963701687083471e+02,3.000966459408990659e+02,3.000969231321879533e+02,3.000972015221884135e+02,3.000974808898794208e+02,3.000977610124567150e+02,3.000980416640456383e+02,3.000983226142672606e+02,3.000986036266529595e+02,3.000988844569057505e+02,3.000991648510168943e+02,3.000994445432509679e+02,3.000997232540248092e+02,3.001000006877166584e+02,3.001002765304543232e+02,3.001005504479442152e+02,3.001008220834191320e+02,3.001010910557943703e+02,3.001013569581367051e+02,3.001016193565599792e+02,3.001018777896710503e+02,3.001021317686936527e+02,3.001023807783955135e+02,3.001026242789408229e+02,3.001028617087736734e+02,3.001030924886200637e+02,3.001033160266678124e+02,3.001035317249489935e+02,3.001037389869097751e+02,3.001039372261059839e+02,3.001041258759145762e+02,3.001043044001016824e+02,3.001044723040387225e+02,3.001046291463146076e+02,3.001047745504520208e+02,3.001049082164049082e+02,3.001050299314902077e+02,3.001051395803879700e+02,3.001052371538255557e+02,3.001053227555369745e+02,3.001053966070345496e+02,3.001054590496248693e+02,3.001055105428865204e+02,3.001055516584137308e+02,3.001055830668295243e+02,3.001056055145963910e+02,3.001056197842804067e+02,3.001056266281559601e+02,3.001056266534573638e+02
3.000831781197943542e+02,3.000831788787916707e+02,3.000831215634498221e+02,3.000830243897042351e+02,3.000829023274579868e+02,3.000827672374290387e+02,3.000826282936295115e+02,3.000824924676942942e+02,3.000823649735207255e+02,3.000822496428041859e+02,3.000821492299925808e+02,3.000820656551543948e+02,3.000820001953845235e+02,3.000819536347564735e+02,3.000819263813559132e+02,3.000819185583740136e+02,3.000819300748421483e+02,3.000819606804296313e+02,3.000820100077856978e+02,3.000820776051602934e+02,3.000821629614479207e+02,3.000822655253355720e+02,3.000823847198716976e+02,3.000825199534854164e+02,3.000826706282633154e+02,3.000828361461120721e+02,3.000830159132974018e+02,3.000832093437413164e+02,3.000834158613729983e+02,3.000836349017611155e+02,3.000838659132048178e+02,3.000841083574161985e+02,3.000843617098981326e+02,3.000846254600938892e+02,3.000848991113678039e+02,3.000851821808597606e+02,3.000854741992463914e+02,3.000857747104323607e+02,3.000860832711891817e+02,3.000863994507541292e+02,3.000867228303976617e+02,3.000870530029660586e+02,3.000873895724026283e+02,3.000877321532498740e+02,3.000880803701334685e+02,3.000884338572266756e+02,3.000887922576939673e+02,3.000891552231095147e+02,3.000895224128453833e+02,3.000898934934230056e+02,3.000902681378188390e+02,3.000906460247128962e+02,3.000910268376683803e+02,3.000914102642266243e+02,3.000917959949010765e+02,3.000921837220521411e+02,3.000925731386232087e+02,3.000929639367186610e+02,3.000933558060044675e+02,3.000937484319145483e+02,3.000941414936480101e+02,3.000945346619502061e+02,3.000949275966738128e+02,3.000953199441290167e+02,3.000957113342417415e+02,3.000961013775521451e+02,3.000964896621043749e+02,3.000968757502938615e+02,3.000972591757602004e+02,3.000976394404328289e+02,3.000980160118581352e+02,3.000983883209545411e+02,3.000987557603594951e+02,3.000991176835449892e+02,3.000994734048845203e+02,3.000998222008546463e+02,3.001001633125467833e+02,3.001004959496450510e+02,3.001008192959997700e+02,3.001011325168848316e+02,3.001014347679806633e+02,3.001017252060632359e+02,3.001020030013174278e+02,3.001022673511191101e+02,3.001025174950620453e+02,3.001027527309329344e+02,3.001029724312767257e+02,3.001031760601372866e+02,3.001033631895161307e+02,3.001035335150606898e+02,3.001036868704713925e+02,3.001038232401003256e+02,3.001039427691881087e+02,3.001040457711267777e+02,3.001041327310111342e+02,3.001042043044732281e+02,3.001042613102731025e+02,3.001043047141504871e+02,3.001043355996231412e+02,3.001043551184964713e+02,3.001043644075491557e+02,3.001043644484520883e+02
3.000759653190481799e+02,3.000759663785794373e+02,3.000758893958412727e+02,3.000757597995839205e+02,3.000755978007210842e+02,3.000754191378479163e+02,3.000752358579524071e+02,3.000750570428247670e+02,3.000748894354576919e+02,3.000747379551338554e+02,3.000746061098910786e+02,3.000744963217844088e+02,3.000744101811603173e+02,3.000743486444173982e+02,3.000743121873224482e+02,3.000743009236018111e+02,3.000743146964944117e+02,3.000743531492908005e+02,3.000744157795583646e+02,3.000745019807112612e+02,3.000746110737715071e+02,3.000747423315368678e+02,3.000748949968783563e+02,3.000750682965094711e+02,3.000752614512686591e+02,3.000754736837271253e+02,3.000757042237495966e+02,3.000759523124963266e+02,3.000762172052409369e+02,3.000764981732951355e+02,3.000767945052608070e+02,3.000771055077796063e+02,3.000774305059080689e+02,3.000777688432147556e+02,3.000781198816726487e+02,3.000784830013999454e+02,3.000788576002893819e+02,3.000792430935554194e+02,3.000796389132198669e+02,3.000800445075514062e+02,3.000804593404694174e+02,3.000808828909201793e+02,3.000813146522282864e+02,3.000817541314284540e+02,3.000822008485754395e+02,3.000826543360339542e+02,3.000831141377436779e+02,3.000835798084557382e+02,3.000840509129339466e+02,3.000845270251123225e+02,3.000850077271965688e+02,3.000854926086969954e+02,3.000859812653754943e+02,3.000864732980874692e+02,3.000869683114970030e+02,3.000874659126418464e+02,3.000879657093212245e+02,3.000884673082820768e+02,3.000889703131765600e+02,3.000894743222676766e+02,3.000899789258635337e+02,3.000904837034663615e+02,3.000909882206319139e+02,3.000914920255470406e+02,3.000919946453471425e+02,3.000924955822140987e+02,3.000929943093169641e+02,3.000934902666799644e+02,3.000939828570902819e+02,3.000944714421842718e+02,3.000949553388782647e+02,3.000954338163365946e+02,3.000959060936914966e+02,3.000963713387482130e+02,3.000968286679182597e+02,3.000972771476256753e+02,3.000977157974209604e+02,3.000981435950150171e+02,3.000985594834080530e+02,3.000989623802384472e+02,3.000993511894113226e+02,3.000997248149890879e+02,3.001000821772395852e+02,3.001004222306439146e+02,3.001007439835697710e+02,3.001010465192235301e+02,3.001013290174110466e+02,3.001015907765631141e+02,3.001018312354287900e+02,3.001020499938011312e+02,3.001022468316198797e+02,3.001024217257815394e+02,3.001025748639692665e+02,3.001027066547594586e+02,3.001028177331286884e+02,3.001029089601885858e+02,3.001029814154078394e+02,3.001030363785054647e+02,3.001030752963962414e+02,3.001030997272272316e+02,3.001031112484598680e+02,3.001031113088235998e+02
3.000688449126919295e+02,3.000688462836896520e+02,3.000687489996440149e+02,3.000685859644997890e+02,3.000683827995739534e+02,3.000681592218176093e+02,3.000679302153648678e+02,3.000677070180815917e+02,3.000674979350619083e+02,3.000673089954577222e+02,3.000671444739802496e+02,3.000670073002574441e+02,3.000668993777351261e+02,3.000668218308902055e+02,3.000667751962316743e+02,3.000667595695075534e+02,3.000667747189195893e+02,3.000668201720115462e+02,3.000668952821940820e+02,3.000669992795342296e+02,3.000671313093965296e+02,3.000672904617164249e+02,3.000674757930593728e+02,3.000676863431353922e+02,3.000679211470619521e+02,3.000681792443761537e+02,3.000684596855691666e+02,3.000687615367407375e+02,3.000690838828318192e+02,3.000694258297883721e+02,3.000697865059249239e+02,3.000701650626918990e+02,3.000705606750021843e+02,3.000709725412321518e+02,3.000713998829842240e+02,3.000718419446747589e+02,3.000722979929950043e+02,3.000727673162784299e+02,3.000732492238007012e+02,3.000737430450282659e+02,3.000742481288292538e+02,3.000747638426548178e+02,3.000752895716958619e+02,3.000758247180186231e+02,3.000763686996795627e+02,3.000769209498189412e+02,3.000774809157289269e+02,3.000780480578917491e+02,3.000786218489794805e+02,3.000792017728050496e+02,3.000797873232107236e+02,3.000803780028776941e+02,3.000809733220360727e+02,3.000815727970519333e+02,3.000821759488642897e+02,3.000827823012424460e+02,3.000833913788308109e+02,3.000840027049492278e+02,3.000846157991144310e+02,3.000852301742523878e+02,3.000858453335752074e+02,3.000864607671027215e+02,3.000870759478211767e+02,3.000876903274838696e+02,3.000883033320786808e+02,3.000889143570081501e+02,3.000895227620550827e+02,3.000901278662366849e+02,3.000907289426822899e+02,3.000913252137052041e+02,3.000919158462738210e+02,3.000924999481214854e+02,3.000930765647634644e+02,3.000936446777141100e+02,3.000942032042119081e+02,3.000947509987629473e+02,3.000952868568038525e+02,3.000958095207560063e+02,3.000963176887003101e+02,3.000968100258364757e+02,3.000972851788107505e+02,3.000977417928970681e+02,3.000981785319080473e+02,3.000985941005911855e+02,3.000989872691455389e+02,3.000993568993760050e+02,3.000997019718953425e+02,3.001000216136953895e+02,3.001003151253420924e+02,3.001005820070078016e+02,3.001008219825349101e+02,3.001010350207229749e+02,3.001012213530231634e+02,3.001013814867852716e+02,3.001015162130759109e+02,3.001016266078016770e+02,3.001017140242939263e+02,3.001017800744969577e+02,3.001018265941217464e+02,3.001018555844070761e+02,3.001018691192884944e+02,3.001018692027894872e+02
3.000618429797920612e+02,3.000618446560745269e+02,3.000617271260309735e+02,3.000615306204409762e+02,3.000612861258381940e+02,3.000610173254095230e+02,3.000607421439282234e+02,3.000604739891597319e+02,3.000602227483207116e+02,3.000599955821691083e+02,3.000597975523020864e+02,3.000596321127592887e+02,3.000595014928778141e+02,3.000594069940416375e+02,3.000593492188605182e+02,3.000593282476501713e+02,3.000593437739818796e+02,3.000593952085312708e+02,3.000594817584207021e+02,3.000596024876459751e+02,3.000597563629224851e+02,3.000599422883088891e+02,3.000601591312066603e+02,3.000604057417471608e+02,3.000606809671203337e+02,3.000609836620456008e+02,3.000613126963108357e+02,3.000616669600921682e+02,3.000620453676007742e+02,3.000624468594759833e+02,3.000628704042420054e+02,3.000633149990713946e+02,3.000637796700362969e+02,3.000642634719841340e+02,3.000647654881400399e+02,3.000652848295097215e+02,3.000658206341396408e+02,3.000663720662721516e+02,3.000669383154267393e+02,3.000675185954260087e+02,3.000681121433819385e+02,3.000687182186520658e+02,3.000693361017712277e+02,3.000699650933633507e+02,3.000706045130340840e+02,3.000712536982425149e+02,3.000719120031494640e+02,3.000725787974353693e+02,3.000732534650792331e+02,3.000739354030868071e+02,3.000746240201512478e+02,3.000753187352282225e+02,3.000760189759998298e+02,3.000767241772011857e+02,3.000774337787760260e+02,3.000781472238263063e+02,3.000788639563165816e+02,3.000795834184928594e+02,3.000803050479740932e+02,3.000810282744785695e+02,3.000817525161504022e+02,3.000824771754600988e+02,3.000832016346661817e+02,3.000839252508395703e+02,3.000846473504763594e+02,3.000853672237490173e+02,3.000860841184789933e+02,3.000867972339493690e+02,3.000875057147168263e+02,3.000882086446235917e+02,3.000889050412553729e+02,3.000895938511317809e+02,3.000902739459544932e+02,3.000909441202692278e+02,3.000916030909166352e+02,3.000922494986555762e+02,3.000928819123282096e+02,3.000934988359074964e+02,3.000940987187126439e+02,3.000946799690025841e+02,3.000952409710577058e+02,3.000957801057418237e+02,3.000962957743994366e+02,3.000967864257982001e+02,3.000972505856753969e+02,3.000976868883043380e+02,3.000980941093651495e+02,3.000984711992967959e+02,3.000988173162308499e+02,3.000991318575610762e+02,3.000994144891913038e+02,3.000996651715141752e+02,3.000998841811881448e+02,3.001000721277655998e+02,3.001002299641324385e+02,3.001003589894696120e+02,3.001004608429474843e+02,3.001005374854540833e+02,3.001005911652336522e+02,3.001006243612622484e+02,3.001006396957922675e+02,3.001006398056604780e+02
3.000549853055481435e+02,3.000549872666113629e+02,3.000548502167204106e+02,3.000546212213934041e+02,3.000543363786566147e+02,3.000540232048023768e+02,3.000537024983387937e+02,3.000533898100370038e+02,3.000530966071324315e+02,3.000528311943841686e+02,3.000525994398283274e+02,3.000524053437403040e+02,3.000522514824627933e+02,3.000521393531047920e+02,3.000520696402441558e+02,3.000520424215994240e+02,3.000520573261527488e+02,3.000521136553473980e+02,3.000522104756840918e+02,3.000523466892105944e+02,3.000525210869575972e+02,3.000527323892441132e+02,3.000529792758945860e+02,3.000532604087230197e+02,3.000535744481061329e+02,3.000539200650521252e+02,3.000542959498495748e+02,3.000547008181301862e+02,3.000551334149849936e+02,3.000555925176226424e+02,3.000560769369416221e+02,3.000565855182983341e+02,3.000571171416826814e+02,3.000576707214605108e+02,3.000582452058012564e+02,3.000588395758769025e+02,3.000594528448979190e+02,3.000600840570307923e+02,3.000607322862326782e+02,3.000613966350255168e+02,3.000620762332274012e+02,3.000627702366531935e+02,3.000634778257909261e+02,3.000641982044597853e+02,3.000649305984504736e+02,3.000656742541480639e+02,3.000664284371322879e+02,3.000671924307506515e+02,3.000679655346533536e+02,3.000687470632768736e+02,3.000695363442590065e+02,3.000703327167626639e+02,3.000711355296816691e+02,3.000719441396961429e+02,3.000727579091401935e+02,3.000735762036404708e+02,3.000743983894788585e+02,3.000752238306324102e+02,3.000760518854396537e+02,3.000768819028471626e+02,3.000777132181936508e+02,3.000785451484973123e+02,3.000793769872271355e+02,3.000802079985565456e+02,3.000810374111226224e+02,3.000818644113457481e+02,3.000826881363996677e+02,3.000835076669676482e+02,3.000843220199641337e+02,3.000851301414562045e+02,3.000859309000689450e+02,3.000867230812109483e+02,3.000875053825037639e+02,3.000882764108360448e+02,3.000890346814907730e+02,3.000897786198025301e+02,3.000905065657912587e+02,3.000912167821835510e+02,3.000919074661697437e+02,3.000925767651569345e+02,3.000932227966576988e+02,3.000938436723139944e+02,3.000944375258925447e+02,3.000950025449110967e+02,3.000955370053770253e+02,3.000960393089452509e+02,3.000965080216476508e+02,3.000969419132209168e+02,3.000973399959682411e+02,3.000977015620484281e+02,3.000980262180782461e+02,3.000983139159668553e+02,3.000985649789445233e+02,3.000987801217736433e+02,3.000989604640903963e+02,3.000991075356531042e+02,3.000992232718861601e+02,3.000993099974241431e+02,3.000993703943257174e+02,3.000994074503000775e+02,3.000994243809802811e+02,3.000994245198765498e+02
3.000482964283650062e+02,3.000482986428728509e+02,3.000481433971817751e+02,3.000478838394797094e+02,3.000475607456768330e+02,3.000472052156840164e+02,3.000468407815388900e+02,3.000464850642218266e+02,3.000461510808283379e+02,3.000458482766402994e+02,3.000455833385018423e+02,3.000453608337056721e+02,3.000451837098582359e+02,3.000450536844235785e+02,3.000449715471489753e+02,3.000449373940183477e+02,3.000449508076131906e+02,3.000450109956757387e+02,3.000451168971729317e+02,3.000452672631579958e+02,3.000454607181374058e+02,3.000456958063947468e+02,3.000459710267346622e+02,3.000462848583393907e+02,3.000466357798218837e+02,3.000470222830903140e+02,3.000474428832693548e+02,3.000478961256367825e+02,3.000483805903118650e+02,3.000488948952582291e+02,3.000494376980296920e+02,3.000500076965842027e+02,3.000506036294106593e+02,3.000512242751527765e+02,3.000518684518659143e+02,3.000525350160090170e+02,3.000532228612453309e+02,3.000539309171073228e+02,3.000546581475638845e+02,3.000554035495193261e+02,3.000561661512642786e+02,3.000569450108926048e+02,3.000577392146936404e+02,3.000585478755266422e+02,3.000593701311797190e+02,3.000602051427131869e+02,3.000610520927843368e+02,3.000619101839474183e+02,3.000627786369180967e+02,3.000636566887886261e+02,3.000645435911742993e+02,3.000654386082665610e+02,3.000663410147632248e+02,3.000672500936387905e+02,3.000681651337133644e+02,3.000690854269724355e+02,3.000700102655842443e+02,3.000709389385593227e+02,3.000718707279947921e+02,3.000728049048460662e+02,3.000737407241758206e+02,3.000746774198375419e+02,3.000756141985663703e+02,3.000765502334712096e+02,3.000774846569490819e+02,3.000784165530780569e+02,3.000793449495874938e+02,3.000802688095537860e+02,3.000811870230236877e+02,3.000820983988305102e+02,3.000830016569255463e+02,3.000838954216133629e+02,3.000847782161317241e+02,3.000856484590655100e+02,3.000865044631184446e+02,3.000873444367763341e+02,3.000881664893890388e+02,3.000889686401565086e+02,3.000897488314345196e+02,3.000905049466715013e+02,3.000912348331507360e+02,3.000919363295445805e+02,3.000926072980976755e+02,3.000932456610476606e+02,3.000938494406818791e+02,3.000944168022246004e+02,3.000949460985690393e+02,3.000954359157221347e+02,3.000958851177324505e+02,3.000962928898254063e+02,3.000966587784798776e+02,3.000969827272360817e+02,3.000972651071067503e+02,3.000975067405457253e+02,3.000977089179583004e+02,3.000978734056698727e+02,3.000980024440398211e+02,3.000980987339714829e+02,3.000981654094338751e+02,3.000982059928755348e+02,3.000982243298877847e+02,3.000982244998624537e+02
