9.345520227908007405e-01,9.368766570859244913e-01,9.391821199796059894e-01,9.414786040060415528e-01,9.437688552367329287e-01,9.460511080255442629e-01,9.483271645159966345e-01,9.505949578859781424e-01,9.528506450328186883e-01,9.550964721872153840e-01,9.572242756504001360e-01,9.588748208068585965e-01,9.599275262450186474e-01,9.605861859880802101e-01,9.610759631635649169e-01,9.615391997205551267e-01,9.620263965538680129e-01,9.625503398342023509e-01,9.631101309387132270e-01,9.637006371258672877e-01,9.643188280490281317e-01,9.649646758706075245e-01,9.656362301113616819e-01,9.663318955198629823e-01,9.670498480917768536e-01,9.677903207116671513e-01,9.685511021759001249e-01,9.693323477294799595e-01,9.701329426922556953e-01,9.709517975478073604e-01,9.717876851767457413e-01,9.726391370947000681e-01,9.735051394886464760e-01,9.743841171702909421e-01,9.752750040328159731e-01,9.761765555737502709e-01,9.770877308376531012e-01,9.780079264361104530e-01,9.789371698274587086e-01,9.798763981262925693e-01,9.808274588022547480e-01,9.817927824079947241e-01,9.827748519863559462e-01,9.837756814809917039e-01,9.847964852084807319e-01,9.858376288304303570e-01,9.868987882843498483e-01,9.879792063020640391e-01,9.890779781726115605e-01,9.901942967917142235e-01,9.913276373497602600e-01,9.924778597244039435e-01,9.936452279442201663e-01,9.948303401480012020e-01,9.960339769569575008e-01,9.972568979962102009e-01,9.984996406428958693e-01,9.997623796224882620e-01,1.001044900168597485e+00,1.002346711138452529e+00,1.003667299832269766e+00,1.005006492973082199e+00,1.006364870552749036e+00,1.007744161897029755e+00,1.009147577062894596e+00,1.010580042905186327e+00,1.012048349879797637e+00,1.013561188051928852e+00,1.015129039894042240e+00,1.016763868777581736e+00,1.018478666473250360e+00,1.020287006017497333e+00,1.022202787568561533e+00,1.024240272483348813e+00,1.026414202416912946e+00,1.028740667949805010e+00,1.031236476075442665e+00,1.033925858217111138e+00,1.036831607735245520e+00,1.040026186835958821e+00
9.473220158190688300e-01,9.482092115027599410e-01,9.493666527573468850e-01,9.505472709526322506e-01,9.517251887439315272e-01,9.528996748755369506e-01,9.540707796914119632e-01,9.552419966085654579e-01,9.564349181186433402e-01,9.577453706430334446e-01,9.588928661818701960e-01,9.596706206039280485e-01,9.602054328758631296e-01,9.606329324765917610e-01,9.610638955705939068e-01,9.615193596265680931e-01,9.620065901583551016e-01,9.625327006432465859e-01,9.630951546014164810e-01,9.636874105967483395e-01,9.643065391835154987e-01,9.649535751205409184e-01,9.656260785818843173e-01,9.663226990249372816e-01,9.670410066079977440e-01,9.677824770213301342e-01,9.685436391241609710e-01,9.693255134275508000e-01,9.701266239657272417e-01,9.709458985436225653e-01,9.717821981053035296e-01,9.726338765235555961e-01,9.735002230346028185e-01,9.743794130793012043e-01,9.752706012665455226e-01,9.761724895865668827e-01,9.770840604876421809e-01,9.780047321815565908e-01,9.789345042617790815e-01,9.798742903299395568e-01,9.808259113240334059e-01,9.817917631866673878e-01,9.827742816627318412e-01,9.837754383152609305e-01,9.847964215387369213e-01,9.858376094116486632e-01,9.868987221441495317e-01,9.879790585393943836e-01,9.890777660780618596e-01,9.901940730262515089e-01,9.913274709141921548e-01,9.924778178921936922e-01,9.936453641265796666e-01,9.948306875224389723e-01,9.960345458223986981e-01,9.972576763960475654e-01,9.985005991017941174e-01,9.997634806796680262e-01,1.001046110868223371e+00,1.002348015720276875e+00,1.003668709409457627e+00,1.005008050452311119e+00,1.006366648631733751e+00,1.007746252321449543e+00,1.009150069265618122e+00,1.010582994538143486e+00,1.012051757548921405e+00,1.013564971647163748e+00,1.015133044100048787e+00,1.016767866246085061e+00,1.018482344309019627e+00,1.020289933056337972e+00,1.022204417112994035e+00,1.024239883500833281e+00,1.026411090546264226e+00,1.028733555854487003e+00,1.031225145725989778e+00,1.033903908172928210e+00,1.036805167695258767e+00,1.039876874090872594e+00
9.593931541169773425e-01,9.594635509596420864e-01,9.595408127942776089e-01,9.596117565092482371e-01,9.596771848616035827e-01,9.597418965195521068e-01,9.598050179520832836e-01,9.598708866505573090e-01,9.599407607758045913e-01,9.600201626039028824e-01,9.601173521362951213e-01,9.602462150218865622e-01,9.604165135996407532e-01,9.606887858864531227e-01,9.610789314775818326e-01,9.615288455737940332e-01,9.620145068385016485e-01,9.625410509332202880e-01,9.631051396652918761e-01,9.636965327637037060e-01,9.643138951337164588e-01,9.649605626996589081e-01,9.656330728166274691e-01,9.663292307757819222e-01,9.670462211815565867e-01,9.677884727060069858e-01,9.685484722571404692e-01,9.693303703171649577e-01,9.701313104805187049e-01,9.709505047292195101e-01,9.717867294734303663e-01,9.726379574349253154e-01,9.735043125508208162e-01,9.743831213803162417e-01,9.752742072221284308e-01,9.761760423687855237e-01,9.770875588323492122e-01,9.780081354142284855e-01,9.789375748543307498e-01,9.798767062829379926e-01,9.808274161213422770e-01,9.817922546128525774e-01,9.827738192711412690e-01,9.837741786033137315e-01,9.847945303006130358e-01,9.858352266936157848e-01,9.868959646287761567e-01,9.879760126896739436e-01,9.890744903440193969e-01,9.901905883193456992e-01,9.913237608273380852e-01,9.924738334168470288e-01,9.936410442180962921e-01,9.948259899980957943e-01,9.960294741668743734e-01,9.972522908238738992e-01,9.984950086802041325e-01,9.997578200265564430e-01,1.001040506130237873e+00,1.002342545841185650e+00,1.003663370929765097e+00,1.005002736128978835e+00,1.006361145292634873e+00,1.007740252740179532e+00,1.009143183684285905e+00,1.010574752734775039e+00,1.012041615318074683e+00,1.013552357379625235e+00,1.015117461746277039e+00,1.016749003639642490e+00,1.018460092768855407e+00,1.020264327901573509e+00,1.022175530104012964e+00,1.024207891137301596e+00,1.026376148458982174e+00,1.028696649269193353e+00,1.031185907954138559e+00,1.033864654209365685e+00,1.036738815397180602e+00,1.039774197781147658e+00
9.594260135865375627e-01,9.594835362251463717e-01,9.595465671479014302e-01,9.596126242512499349e-01,9.596768404616210502e-01,9.597424615404098747e-01,9.598057535084748570e-01,9.598698910708046705e-01,9.599366201702387302e-01,9.600125628258290300e-01,9.601161296659578293e-01,9.602537890324477354e-01,9.604520115032594285e-01,9.607286753878482299e-01,9.610996492406848057e-01,9.615344304640000006e-01,9.620121097055394088e-01,9.625378016974280859e-01,9.631044939688035988e-01,9.636939880865984520e-01,9.643100200201061289e-01,9.649576065323377527e-01,9.656318060765483047e-01,9.663275188522245651e-01,9.670440259341409606e-01,9.677888664117528794e-01,9.685472665924560465e-01,9.693306738862570437e-01,9.701324154235850816e-01,9.709528723650139304e-01,9.717901618666447972e-01,9.726418253782884715e-01,9.735096712033847188e-01,9.743889059048984613e-01,9.752810647572818237e-01,9.761838672712815912e-01,9.770961424284201335e-01,9.780171355265944166e-01,9.789462286069207098e-01,9.798841848508810237e-01,9.808331642255584404e-01,9.817961880136641950e-01,9.827762656051446388e-01,9.837757121055639153e-01,9.847957018703797916e-01,9.858364584580739942e-01,9.868975337330309072e-01,9.879780466172088937e-01,9.890769983582882174e-01,9.901934713243623065e-01,9.913268405278714557e-01,9.924768801536387741e-01,9.936438306690957845e-01,9.948283595617074537e-01,9.960313954713514439e-01,9.972538759228334326e-01,9.984964894313393957e-01,9.997594904358235723e-01,1.001042641785633291e+00,1.002345316084393367e+00,1.003666764771247166e+00,1.005006525653988181e+00,1.006364897528724489e+00,1.007743379416323526e+00,1.009144998774151647e+00,1.010574517199987143e+00,1.012038581262115100e+00,1.013545853677142450e+00,1.015107040609938727e+00,1.016734585054177797e+00,1.018442015685143254e+00,1.020243274037730519e+00,1.022152451745648838e+00,1.024183893005214951e+00,1.026352679567359205e+00,1.028674675423319140e+00,1.031166764929398294e+00,1.033841462566131186e+00,1.036703456790102118e+00,1.039705435886099538e+00
9.943658683688381128e-01,9.887532737856935539e-01,9.595644610740279301e-01,9.596243186059052466e-01,9.596838721299807418e-01,9.597446635440973761e-01,9.598067501290152848e-01,9.598698418349601580e-01,9.599344062219903329e-01,9.600107484007252001e-01,9.601143962667323395e-01,9.602630579127470201e-01,9.604702107754340412e-01,9.607508642145645705e-01,9.611240643078887702e-01,9.615500112216893713e-01,9.620178517400385099e-01,9.625396754845522151e-01,9.631054422708636986e-01,9.636917746389536132e-01,9.643044258582090800e-01,9.649522977882105668e-01,9.656279650474587362e-01,9.663210977708009963e-01,9.670377221711473625e-01,9.677845745278997880e-01,9.685399356426457329e-01,9.693256770313605220e-01,9.701279159644538019e-01,9.709506480278086160e-01,9.717888931638701822e-01,9.726415054209264222e-01,9.735120102148308030e-01,9.743917085115965104e-01,9.752857818067630635e-01,9.761900480014803483e-01,9.771031237357822308e-01,9.780241862904437422e-01,9.789520453215282414e-01,9.798876534434299845e-01,9.808339701903479035e-01,9.817947774387606463e-01,9.827736119843005769e-01,9.837729729800194223e-01,9.847937656910681348e-01,9.858357929886666371e-01,9.868982574563178733e-01,9.879799720778494887e-01,9.890797861463549445e-01,9.901967000725402368e-01,9.913300978268075880e-01,9.924798031596998582e-01,9.936461655259256620e-01,9.948300270931716982e-01,9.960325274104888660e-01,9.972547954374874069e-01,9.984976327778384286e-01,9.997612881976161159e-01,1.001045388912469303e+00,1.002349066842389780e+00,1.003671285653005674e+00,1.005011322185401124e+00,1.006369303574979890e+00,1.007746678072028557e+00,1.009146538450204522e+00,1.010573804245278096e+00,1.012035346557869531e+00,1.013540093822907107e+00,1.015099017751702304e+00,1.016724784986547281e+00,1.018431083254185632e+00,1.020231971460919818e+00,1.022141607405606445e+00,1.024174429390860785e+00,1.026345341093713781e+00,1.028670081138275183e+00,1.031163046184756737e+00,1.033835185357516284e+00,1.036682616666190437e+00,1.039661041221134452e+00
1.000000000000000222e+00,9.988764782190983071e-01,9.943853176272057226e-01,9.887909765381308613e-01,9.596968354712936966e-01,9.597553262846300060e-01,9.598185805944191573e-01,9.598800737737719357e-01,9.599440150234668234e-01,9.600203474764846812e-01,9.601231610243643466e-01,9.602648429987048484e-01,9.604822425298622512e-01,9.607802284970421436e-01,9.611445132096858579e-01,9.615688067112065918e-01,9.620310727022840513e-01,9.625467727434989795e-01,9.631167189189039357e-01,9.636951255643435577e-01,9.643011929252320868e-01,9.649483220621505319e-01,9.656237079744596219e-01,9.663153395325424500e-01,9.670286865730624015e-01,9.677779131137086432e-01,9.685290078880807174e-01,9.693159678399937418e-01,9.701182315169858406e-01,9.709429434155767424e-01,9.717814422108581596e-01,9.726351032322994028e-01,9.735093014245597143e-01,9.743882790488245238e-01,9.752851164123279570e-01,9.761906004766822686e-01,9.771037471346505354e-01,9.780243597535953626e-01,9.789504827955809452e-01,9.798839449579941352e-01,9.808287989955354336e-01,9.817893415306389038e-01,9.827689398259160658e-01,9.837699424927395242e-01,9.847925815936797722e-01,9.858361793718294352e-01,9.868997682436246865e-01,9.879820049246728075e-01,9.890818215754757503e-01,9.901983250819308413e-01,9.913311004008550364e-01,9.924801313892047672e-01,9.936459026985325904e-01,9.948293736825296607e-01,9.960317728411700600e-01,9.972542677531810451e-01,9.984976221430664767e-01,9.997619646131146176e-01,1.001046746601938597e+00,1.002350920954850677e+00,1.003673320141628800e+00,1.005013160197341326e+00,1.006370567831381013e+00,1.007747034204043546e+00,1.009145737945835508e+00,1.010571740304547328e+00,1.012032107527302438e+00,1.013535977144911726e+00,1.015094474795360080e+00,1.016720321310669251e+00,1.018427181703352780e+00,1.020229057499053793e+00,1.022140057636056421e+00,1.024174482261131391e+00,1.026347092452643439e+00,1.028672776150704848e+00,1.031165156134172145e+00,1.033831940657266690e+00,1.036665635228249949e+00,1.039621489106431040e+00
1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,9.988801636930507710e-01,9.944036728338371267e-01,9.932925440926239080e-01,9.888434018358953637e-01,9.598814545696332523e-01,9.599372657346065818e-01,9.667770363126201305e-01,9.601856473350433019e-01,9.603289279065291284e-01,9.605470535437734547e-01,9.608363513488900054e-01,9.611747415360542002e-01,9.615719848070751752e-01,9.620537641363762216e-01,9.625932309176887802e-01,9.631379106820916469e-01,9.637131052984183599e-01,9.643090897824986296e-01,9.649536220558005972e-01,9.656352574305181458e-01,9.663143259624115133e-01,9.670235120189855094e-01,9.677773028108257458e-01,9.685225867462707861e-01,9.693068969012418323e-01,9.701057713814942307e-01,9.709330543794278956e-01,9.717691558879797409e-01,9.726242761508224755e-01,9.735013022728785659e-01,9.743778934742587383e-01,9.752778047959824725e-01,9.761834471098314037e-01,9.770959490601983655e-01,9.780167175736288465e-01,9.789425240312850107e-01,9.798758781650604988e-01,9.808219601672735211e-01,9.817843649745475743e-01,9.827659321351679411e-01,9.837691459863983079e-01,9.847935547800281686e-01,9.858381113577735499e-01,9.869021286459785935e-01,9.879841400174278476e-01,9.890833300098342828e-01,9.901989378933936381e-01,9.913308347891708339e-01,9.924791777291714912e-01,9.936445483258397049e-01,9.948279266512326524e-01,9.960305003125888845e-01,9.972533626120958505e-01,9.984971757649934165e-01,9.997619513520403789e-01,1.001047036179899319e+00,1.002351323361032165e+00,1.003673646651926710e+00,1.005013268695402751e+00,1.006370371164613697e+00,1.007746483274620797e+00,1.009144815225438085e+00,1.010570485999977342e+00,1.012030657217951823e+00,1.013534566790992963e+00,1.015093391372121179e+00,1.016719832737408069e+00,1.018427488420324156e+00,1.020230284222776396e+00,1.022142224978614067e+00,1.024177490578053407e+00,1.026350519832321728e+00,1.028675807414286991e+00,1.031165807444044180e+00,1.033826342006274990e+00,1.036646031353199993e+00,1.039580087595926017e+00
1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,9.988852596757201718e-01,9.944290291959589911e-01,9.936450894483320750e-01,9.945794776680253468e-01,9.937464257847948845e-01,9.933890172467604307e-01,9.934253572029634327e-01,9.891749206302371533e-01,9.613273645376722021e-01,9.616854441937080500e-01,9.621702126614225525e-01,9.626913699770646149e-01,9.631904612427547585e-01,9.637184731851993202e-01,9.643436978650717917e-01,9.650168821182575352e-01,9.656540961762326569e-01,9.663330902159382729e-01,9.670246101113713078e-01,9.677974420594539495e-01,9.685363833987848947e-01,9.693010037141753799e-01,9.701000403899734392e-01,9.709259468715540908e-01,9.717597478237774977e-01,9.726107742355720731e-01,9.734909938134302942e-01,9.743625930914554534e-01,9.752643972033491204e-01,9.761691980295603699e-01,9.770798135344911373e-01,9.780025597208953370e-01,9.789293751347997175e-01,9.798647864807361607e-01,9.808144671618568289e-01,9.817803859257943078e-01,9.827639630362854373e-01,9.837696136536937530e-01,9.847957018106521243e-01,9.858407461006936101e-01,9.869050077824570444e-01,9.879866086839664829e-01,9.890851327789907943e-01,9.901997670394355744e-01,9.913307359028966648e-01,9.924783709654817487e-01,9.936433563644151423e-01,9.948266732370533161e-01,9.960294228235446745e-01,9.972525882546037224e-01,9.984967250736223043e-01,9.997617638891124203e-01,1.001047007642439368e+00,1.002351349580044904e+00,1.003673662364473085e+00,1.005013264451574129e+00,1.006370378601874505e+00,1.007746539127591046e+00,1.009144933804706490e+00,1.010570666023159037e+00,1.012030914027771011e+00,1.013534952203981154e+00,1.015093978996775004e+00,1.016720688865947464e+00,1.018428658393828456e+00,1.020231783317564256e+00,1.022144024603845347e+00,1.024179439628719379e+00,1.026352282161882901e+00,1.028676542558038420e+00,1.031163777214709310e+00,1.033817715804262738e+00,1.036623827033362977e+00,1.039536708577281310e+00
1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,9.989251063543533871e-01,9.946384697056642743e-01,9.936153725503009682e-01,9.936939228322534401e-01,9.897114567277636166e-01,9.633941182345044929e-01,9.638733110618394884e-01,9.645003368239972730e-01,9.651442075713686508e-01,9.657095836402258549e-01,9.663370893531976202e-01,9.670723606497629854e-01,9.678749829977545405e-01,9.685664380839019705e-01,9.693139675290213253e-01,9.701084315132767477e-01,9.709424043186333231e-01,9.717579021057930477e-01,9.726019484714393259e-01,9.734858236098126172e-01,9.743500534268340063e-01,9.752483919583511129e-01,9.761522811344577333e-01,9.770587066547565813e-01,9.779831288461818817e-01,9.789115786188627988e-01,9.798482329846266436e-01,9.808041091163088865e-01,9.817745125592641786e-01,9.827594799120363822e-01,9.837685369061049956e-01,9.847972723127383921e-01,9.858427157717497558e-01,9.869077634809585442e-01,9.879893477088304010e-01,9.890877012239859267e-01,9.902015325595537876e-01,9.913316608137542341e-01,9.924785388758675664e-01,9.936429711146073096e-01,9.948260226069228773e-01,9.960287489112801262e-01,9.972520486130660444e-01,9.984963922300842398e-01,9.997616474520740759e-01,1.001047087826254511e+00,1.002351605625080300e+00,1.003674087701815543e+00,1.005013867087268808e+00,1.006371167252552379e+00,1.007747498909973283e+00,1.009146005207119945e+00,1.010571746066166288e+00,1.012031885857316738e+00,1.013535724179359665e+00,1.015094507067354046e+00,1.016720981603392415e+00,1.018428773393227127e+00,1.020231816836165262e+00,1.022144067260159161e+00,1.024179514170444394e+00,1.026352186558852964e+00,1.028675585795511438e+00,1.031160176793554539e+00,1.033807669379380512e+00,1.036600623237896368e+00,1.039493561990517012e+00
1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,9.989823632535425046e-01,9.949291217446825097e-01,9.939795777170451485e-01,9.940811623708520894e-01,9.904012824508823254e-01,9.659460106018429304e-01,9.665216088737468292e-01,9.672334498182506568e-01,9.680004710307285043e-01,9.686044925061957356e-01,9.693503955048026199e-01,9.701968801776195139e-01,9.709801427862398970e-01,9.717808003638659375e-01,9.726047438047076277e-01,9.735064571709920456e-01,9.743539232369896608e-01,9.752353687079708955e-01,9.761451257260920222e-01,9.770393569159506741e-01,9.779637331925089550e-01,9.788903198072326228e-01,9.798252235936731891e-01,9.807871542361285000e-01,9.817626601376922002e-01,9.827463659944809526e-01,9.837617083726371003e-01,9.847952260009894543e-01,9.858407321959605785e-01,9.869084753384629316e-01,9.879911427377371380e-01,9.890903922376751423e-01,9.902038730496044439e-01,9.913336231186129499e-01,9.924798780416327348e-01,9.936436283805554215e-01,9.948261678833679733e-01,9.960285699385311720e-01,9.972517633900555012e-01,9.984961812261705649e-01,9.997616329006572267e-01,1.001047350979497708e+00,1.002352199556851842e+00,1.003675032321014404e+00,1.005015137204193332e+00,1.006372685121001309e+00,1.007749135343158464e+00,1.009147586956412157e+00,1.010573073459777538e+00,1.012032767222619256e+00,1.013536022735341824e+00,1.015094181349646574e+00,1.016720102617284516e+00,1.018427516165212987e+00,1.020230423859028512e+00,1.022142786932830782e+00,1.024178494610573642e+00,1.026351312439758967e+00,1.028674135819470870e+00,1.031156263977018206e+00,1.033797380124589882e+00,1.036577635653577190e+00,1.039451994282465375e+00
