9.700691958082121591e-01,9.709272097731559414e-01,9.714603685172644720e-01,9.721427046448496423e-01,9.729346013440897112e-01,9.737512384526266773e-01,9.745872533986441599e-01,9.754334540459649316e-01,9.762925165901207292e-01,9.771566605180159737e-01,9.780263280984168306e-01,9.788981855125024056e-01,9.797726152344690131e-01,9.806480108240953619e-01,9.815245492603870137e-01,9.824014920096721948e-01,9.832789369679363345e-01,9.841565446833757669e-01,9.850343678745795417e-01,9.859122522846721637e-01,9.867902270835471334e-01,9.876682225452365627e-01,9.885462549359650408e-01,9.894242927712378899e-01,9.903023452539403415e-01,9.911803980066564712e-01,9.920584563682158796e-01,9.929365135273113818e-01,9.938145727400504725e-01,9.946926305004825108e-01,9.955706889780996383e-01,9.964487460970766763e-01,9.973268035064092318e-01,9.982048597595024608e-01,9.990829163236834010e-01,9.999609720722028028e-01,1.000839028538077047e+00,1.001717084861775131e+00,1.002595142867407141e+00,1.003473202064758096e+00,1.004351264951835576e+00,1.005229331778011659e+00,1.006107406130417825e+00,1.006985489448401383e+00,1.007863587916210113e+00,1.008741705929751431e+00,1.009619852714078503e+00,1.010498035955372353e+00,1.011376276074374747e+00,1.012254593825378413e+00,1.013133013741209121e+00,1.014011559521831085e+00,1.014890314654410819e+00,1.015769371226559858e+00,1.016648769926514762e+00,1.017528544875140994e+00,1.018409116598152364e+00,1.019290937354391469e+00,1.020173784701499997e+00,1.021057418790760618e+00,1.021944418014038902e+00,1.022837326350152898e+00,1.023732273662216752e+00,1.024626187136237432e+00,1.025537182794401536e+00,1.026482474632488762e+00,1.027420566344070529e+00,1.028328948694892109e+00,1.029407260315368777e+00,1.030698135680299110e+00,1.032177875239581821e+00
9.700555360012832473e-01,9.706655193946487348e-01,9.713087061604933625e-01,9.720547199716642606e-01,9.728414332397881115e-01,9.736512400386279076e-01,9.744800098870922689e-01,9.753275134828940374e-01,9.761842946627081741e-01,9.770488259269978215e-01,9.779175006362925693e-01,9.787898206331734352e-01,9.796639778357575379e-01,9.805397255231330655e-01,9.814162506268214736e-01,9.822934609032015763e-01,9.831709868181754963e-01,9.840487964905140217e-01,9.849267263003115280e-01,9.858047687133891790e-01,9.866828525533866134e-01,9.875609782964736016e-01,9.884391157427584451e-01,9.893172671792046513e-01,9.901954201975903258e-01,9.910735768222788122e-01,9.919517322135742443e-01,9.928298876779078075e-01,9.937080415270840295e-01,9.945861944264712262e-01,9.954643459831595820e-01,9.963424964217415525e-01,9.972206458994402611e-01,9.980987943969169551e-01,9.989769423579513141e-01,9.998550896924486286e-01,1.000733237093408112e+00,1.001611384598369625e+00,1.002489533246836650e+00,1.003367683429598589e+00,1.004245836790886859e+00,1.005123994627156403e+00,1.006002159638271998e+00,1.006880334444637759e+00,1.007758523761292047e+00,1.008636734221741049e+00,1.009514973963251849e+00,1.010393252630378269e+00,1.011271585359075686e+00,1.012150001938216359e+00,1.013028527943986790e+00,1.013907187012235811e+00,1.014786031183701143e+00,1.015665207224788702e+00,1.016544789801547610e+00,1.017424756093311178e+00,1.018305310106867534e+00,1.019187302689059882e+00,1.020070864165870450e+00,1.020955022633212028e+00,1.021840852631337837e+00,1.022734014482528320e+00,1.023633673583902670e+00,1.024529301037847340e+00,1.025428744802307834e+00,1.026373389510622403e+00,1.027349176454031454e+00,1.028259480457538677e+00,1.029146967243983024e+00,1.030378598271920909e+00,1.031749667243877289e+00
9.707107194822870433e-01,9.709043378547165259e-01,9.714129363712115106e-01,9.721689504613023614e-01,9.729712287259835168e-01,9.737656209498565252e-01,9.745986045191917801e-01,9.754423324133234541e-01,9.763011691433107764e-01,9.771631189034231113e-01,9.780324730662378618e-01,9.789034997203909239e-01,9.797778602818845162e-01,9.806528918239919568e-01,9.815294249597523724e-01,9.824062280092286104e-01,9.832836915985789794e-01,9.841612496228837603e-01,9.850390923240639474e-01,9.859169617756688986e-01,9.867949506530245829e-01,9.876729426166783732e-01,9.885509828751104511e-01,9.894290197488655458e-01,9.903070749707448828e-01,9.911851262111207594e-01,9.920631834868032239e-01,9.929412377364823517e-01,9.938192930734686126e-01,9.946973464368816797e-01,9.955753989380159430e-01,9.964534502655346682e-01,9.973314999916501611e-01,9.982095491266897991e-01,9.990875964582603963e-01,9.999656437237399720e-01,1.000843689351013310e+00,1.001721735611106556e+00,1.002599780857229561e+00,1.003477827929369015e+00,1.004355875446544033e+00,1.005233927070967814e+00,1.006111982039236574e+00,1.006990045317057936e+00,1.007868117906216776e+00,1.008746207219904489e+00,1.009624316421008805e+00,1.010502456726435572e+00,1.011380639646347168e+00,1.012258885259231578e+00,1.013137208058262351e+00,1.014015638212976134e+00,1.014894235355714880e+00,1.015773066850288897e+00,1.016652157790421507e+00,1.017531589404527592e+00,1.018411681521249168e+00,1.019292695158893869e+00,1.020174438423714136e+00,1.021057087705142585e+00,1.021942645061316268e+00,1.022832212470710989e+00,1.023722755692300979e+00,1.024614349736835406e+00,1.025521600547166789e+00,1.026448763058585234e+00,1.027366453650002676e+00,1.028264120982779861e+00,1.029274016067089459e+00,1.030374390412183816e+00,1.031296014729258248e+00
9.705788956944586543e-01,9.709246384680805253e-01,9.714365890353954258e-01,9.721337032210904949e-01,9.728798706375615390e-01,9.736716060568280096e-01,9.744893029910395299e-01,9.753306229698709418e-01,9.761822670523819800e-01,9.770437865423939883e-01,9.779101658239162109e-01,9.787810851591505212e-01,9.796541507796080461e-01,9.805292269672568617e-01,9.814052404284016040e-01,9.822821373122059274e-01,9.831594281893635268e-01,9.840370970938789874e-01,9.849149241356254247e-01,9.857929083611596255e-01,9.866709518870037110e-01,9.875490582327574041e-01,9.884271843915908295e-01,9.893053342782862636e-01,9.901834892016352363e-01,9.910616522503816750e-01,9.919398153451446376e-01,9.928179806329324730e-01,9.936961445856304920e-01,9.945743086282450296e-01,9.954524711543649707e-01,9.963306331321902798e-01,9.972087937695702786e-01,9.980869538045309408e-01,9.989651128257579504e-01,9.998432715404601545e-01,1.000721429804533713e+00,1.001599588479483049e+00,1.002477747739042968e+00,1.003355908921363504e+00,1.004234072799659927e+00,1.005112241477136070e+00,1.005990416635015094e+00,1.006868602468398599e+00,1.007746803007321335e+00,1.008625024443044804e+00,1.009503273008803381e+00,1.010381564767697915e+00,1.011259916777372592e+00,1.012138344908142917e+00,1.013016865097210450e+00,1.013895550542249335e+00,1.014774478322510332e+00,1.015653655313423220e+00,1.016533083002429505e+00,1.017413169410696261e+00,1.018294318131149234e+00,1.019176130522080781e+00,1.020058214269122798e+00,1.020943288094566803e+00,1.021833748747022819e+00,1.022724674689017510e+00,1.023611932645690947e+00,1.024515799180878428e+00,1.025451937992130524e+00,1.026375536486691331e+00,1.027246777604335692e+00,1.028230154137685703e+00,1.029456799618580609e+00,1.030627216212939068e+00,1.031255359971367858e+00
9.706999956504520632e-01,9.710608767954221898e-01,9.715865016721356717e-01,9.722315823622057485e-01,9.729707019560818182e-01,9.737476201543601162e-01,9.745604119719906144e-01,9.753926438032171076e-01,9.762417408363469606e-01,9.770993971049444227e-01,9.779646239048451761e-01,9.788337916904567004e-01,9.797063834930606063e-01,9.805807169157809700e-01,9.814565669008388227e-01,9.823331737932977648e-01,9.832104425408783044e-01,9.840880285035371600e-01,9.849658963048241178e-01,9.858438918961318631e-01,9.867220039526526376e-01,9.876001645328036371e-01,9.884783713383534787e-01,9.893565948684761580e-01,9.902348356601152757e-01,9.911130811148807229e-01,9.919913323136171357e-01,9.928695839876124918e-01,9.937478370301429109e-01,9.946260892964924327e-01,9.955043413830781951e-01,9.963825924698053171e-01,9.972608429316587308e-01,9.981390925359512334e-01,9.990173415652295885e-01,9.998955901148446346e-01,1.000773838522893255e+00,1.001652087189477403e+00,1.002530336724903659e+00,1.003408587990961776e+00,1.004286842150214909e+00,1.005165100845224702e+00,1.006043366495386948e+00,1.006921642297335939e+00,1.007799932552472022e+00,1.008678242950234116e+00,1.009556582946968373e+00,1.010434964047769446e+00,1.011313400504866289e+00,1.012191910819117968e+00,1.013070533187199640e+00,1.013949310161191608e+00,1.014828280070384725e+00,1.015707497121770997e+00,1.016587134059610875e+00,1.017467358556710222e+00,1.018348201193671310e+00,1.019229784943355144e+00,1.020113036075747770e+00,1.020998680565760264e+00,1.021885978368550996e+00,1.022774960253491239e+00,1.023671546612990202e+00,1.024579381300802172e+00,1.025489396537084152e+00,1.026397465949975052e+00,1.027348852140395952e+00,1.028375895926697980e+00,1.029414053081002756e+00,1.030339603062804477e+00,1.031057983333065753e+00
9.959377347400578673e-01,9.951825722342861891e-01,9.952683729195521689e-01,9.953762559137100396e-01,9.954976737063346848e-01,9.956274361392351002e-01,9.957623101612103067e-01,9.959010342692425910e-01,9.960422413004444975e-01,9.961851930350286155e-01,9.963292628737085987e-01,9.964741274365745971e-01,9.966194994299993892e-01,9.967652258274593002e-01,9.969111759666120509e-01,9.970572816150427009e-01,9.972034840751390350e-01,9.973497530665373922e-01,9.974960626858155877e-01,9.976423999428012390e-01,9.977887536212638464e-01,9.979351183292114458e-01,9.980814893280324229e-01,9.982278644788675770e-01,9.983742418365681992e-01,9.985206206046018940e-01,9.986670000118822443e-01,9.988133797919714896e-01,9.989597596494079745e-01,9.991061395142585289e-01,9.992525192779099230e-01,9.993988989393970401e-01,9.995452784633021004e-01,9.996916578757426564e-01,9.998380371767052743e-01,9.999844164142746017e-01,1.000130795620679747e+00,1.000277174881497810e+00,1.000423554282270810e+00,1.000569933980210546e+00,1.000716314154951769e+00,1.000862695104254740e+00,1.001009077201580721e+00,1.001155461000554192e+00,1.001301847186547800e+00,1.001448236822358728e+00,1.001594631335472885e+00,1.001741032655399044e+00,1.001887443101762143e+00,1.002033866480002366e+00,1.002180308233253658e+00,1.002326774903283590e+00,1.002473273374019813e+00,1.002619817647076195e+00,1.002766429990361363e+00,1.002913131204863140e+00,1.003059935431272143e+00,1.003206898488252063e+00,1.003354124508025969e+00,1.003501668304407568e+00,1.003649504566894946e+00,1.003797896116229715e+00,1.003947426639929974e+00,1.004098166150645843e+00,1.004249388520694231e+00,1.004402626045745706e+00,1.004562216853630785e+00,1.004729651680334346e+00,1.004897415362581148e+00,1.005052346760981319e+00,1.004298322475340344e+00
1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00
1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00
1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00
1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00,1.000000000000000222e+00
